"Plot Title: PPW1310_10006338"
"#1 Day","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10006338, SEN S/N: 10006338)","RH, % (LGR S/N: 10006338, SEN S/N: 10006338)","Coupler Detached (LGR S/N: 10006338)","Coupler Attached (LGR S/N: 10006338)","Stopped (LGR S/N: 10006338)","End Of File (LGR S/N: 10006338)"
471,01/18/15 12:30:00 PM,57.333,85.675,,,,
472,01/18/15 01:00:00 PM,59.229,77.658,,,,
473,01/18/15 01:30:00 PM,60.517,74.455,,,,
474,01/18/15 02:00:00 PM,60.003,75.755,,,,
475,01/18/15 02:30:00 PM,59.830,75.397,,,,
476,01/18/15 03:00:00 PM,61.547,71.655,,,,
477,01/18/15 03:30:00 PM,62.019,71.648,,,,
478,01/18/15 04:00:00 PM,61.547,68.241,,,,
479,01/18/15 04:30:00 PM,61.290,70.418,,,,
480,01/18/15 05:00:00 PM,61.419,71.325,,,,
481,01/18/15 05:30:00 PM,61.205,69.773,,,,
482,01/18/15 06:00:00 PM,57.160,83.383,,,,
483,01/18/15 06:30:00 PM,53.166,92.742,,,,
484,01/18/15 07:00:00 PM,52.160,94.902,,,,
485,01/18/15 07:30:00 PM,49.914,98.288,,,,
486,01/18/15 08:00:00 PM,48.762,100.000,,,,
487,01/18/15 08:30:00 PM,47.871,100.000,,,,
488,01/18/15 09:00:00 PM,47.244,100.000,,,,
489,01/18/15 09:30:00 PM,46.256,100.000,,,,
490,01/18/15 10:00:00 PM,45.896,100.000,,,,
491,01/18/15 10:30:00 PM,45.036,100.000,,,,
492,01/18/15 11:00:00 PM,44.310,100.000,,,,
493,01/18/15 11:30:00 PM,43.763,100.000,,,,
494,01/19/15 12:00:00 AM,43.945,100.000,,,,
495,01/19/15 12:30:00 AM,43.671,100.000,,,,
496,01/19/15 01:00:00 AM,42.708,100.000,,,,
497,01/19/15 01:30:00 AM,42.708,100.000,,,,
498,01/19/15 02:00:00 AM,43.075,100.000,,,,
499,01/19/15 02:30:00 AM,42.847,100.000,,,,
500,01/19/15 03:00:00 AM,42.386,100.000,,,,
501,01/19/15 03:30:00 AM,43.075,100.000,,,,
502,01/19/15 04:00:00 AM,43.167,100.000,,,,
503,01/19/15 04:30:00 AM,41.322,100.000,,,,
504,01/19/15 05:00:00 AM,40.951,100.000,,,,
505,01/19/15 05:30:00 AM,40.579,100.000,,,,
506,01/19/15 06:00:00 AM,40.858,100.000,,,,
507,01/19/15 06:30:00 AM,40.532,100.000,,,,
508,01/19/15 07:00:00 AM,40.251,100.000,,,,
509,01/19/15 07:30:00 AM,40.017,100.000,,,,
510,01/19/15 08:00:00 AM,39.736,100.000,,,,
511,01/19/15 08:30:00 AM,39.360,100.000,,,,
512,01/19/15 09:00:00 AM,38.937,100.000,,,,
513,01/19/15 09:30:00 AM,40.251,100.000,,,,
514,01/19/15 10:00:00 AM,41.416,100.000,,,,
515,01/19/15 10:30:00 AM,41.878,100.000,,,,
516,01/19/15 11:00:00 AM,44.127,100.000,,,,
517,01/19/15 11:30:00 AM,45.534,100.000,,,,
518,01/19/15 12:00:00 PM,46.796,100.000,,,,
519,01/19/15 12:30:00 PM,49.959,100.000,,,,
520,01/19/15 01:00:00 PM,53.733,100.000,,,,
521,01/19/15 01:30:00 PM,56.642,75.261,,,,
522,01/19/15 02:00:00 PM,56.556,72.855,,,,
523,01/19/15 02:30:00 PM,57.592,73.365,,,,
524,01/19/15 03:00:00 PM,59.572,70.784,,,,
525,01/19/15 03:30:00 PM,59.702,69.386,,,,
526,01/19/15 04:00:00 PM,59.572,66.351,,,,
527,01/19/15 04:30:00 PM,59.099,68.601,,,,
528,01/19/15 05:00:00 PM,59.572,64.887,,,,
529,01/19/15 05:30:00 PM,58.023,70.964,,,,
530,01/19/15 06:00:00 PM,55.819,74.607,,,,
531,01/19/15 06:30:00 PM,52.992,83.959,,,,
532,01/19/15 07:00:00 PM,49.737,91.250,,,,
533,01/19/15 07:30:00 PM,47.334,95.400,,,,
534,01/19/15 08:00:00 PM,45.761,97.502,,,,
535,01/19/15 08:30:00 PM,45.127,98.880,,,,
536,01/19/15 09:00:00 PM,44.355,100.000,,,,
537,01/19/15 09:30:00 PM,43.716,100.000,,,,
538,01/19/15 10:00:00 PM,43.534,100.000,,,,
539,01/19/15 10:30:00 PM,43.808,100.000,,,,
540,01/19/15 11:00:00 PM,42.708,100.000,,,,
541,01/19/15 11:30:00 PM,42.202,100.000,,,,
542,01/20/15 12:00:00 AM,43.990,100.000,,,,
543,01/20/15 12:30:00 AM,45.534,100.000,,,,
544,01/20/15 01:00:00 AM,45.354,100.000,,,,
545,01/20/15 01:30:00 AM,45.624,100.000,,,,
546,01/20/15 02:00:00 AM,44.037,100.000,,,,
547,01/20/15 02:30:00 AM,44.901,100.000,,,,
548,01/20/15 03:00:00 AM,45.806,100.000,,,,
549,01/20/15 03:30:00 AM,43.990,100.000,,,,
550,01/20/15 04:00:00 AM,44.263,100.000,,,,
551,01/20/15 04:30:00 AM,44.400,100.000,,,,
552,01/20/15 05:00:00 AM,42.800,100.000,,,,
553,01/20/15 05:30:00 AM,41.970,100.000,,,,
554,01/20/15 06:00:00 AM,41.878,100.000,,,,
555,01/20/15 06:30:00 AM,42.247,100.000,,,,
556,01/20/15 07:00:00 AM,42.064,100.000,,,,
557,01/20/15 07:30:00 AM,40.998,100.000,,,,
558,01/20/15 08:00:00 AM,40.858,100.000,,,,
559,01/20/15 08:30:00 AM,41.043,100.000,,,,
560,01/20/15 09:00:00 AM,40.764,100.000,,,,
561,01/20/15 09:30:00 AM,40.905,100.000,,,,
562,01/20/15 10:00:00 AM,41.693,100.000,,,,
563,01/20/15 10:30:00 AM,43.122,100.000,,,,
564,01/20/15 11:00:00 AM,44.901,99.065,,,,
565,01/20/15 11:30:00 AM,46.391,96.208,,,,
566,01/20/15 12:00:00 PM,47.289,93.984,,,,
567,01/20/15 12:30:00 PM,50.974,87.991,,,,
568,01/20/15 01:00:00 PM,54.212,82.632,,,,
569,01/20/15 01:30:00 PM,56.556,73.788,,,,
570,01/20/15 02:00:00 PM,57.031,75.922,,,,
571,01/20/15 02:30:00 PM,58.023,75.839,,,,
572,01/20/15 03:00:00 PM,59.916,70.418,,,,
573,01/20/15 03:30:00 PM,59.745,68.812,,,,
574,01/20/15 04:00:00 PM,59.445,66.806,,,,
575,01/20/15 04:30:00 PM,59.056,70.500,,,,
576,01/20/15 05:00:00 PM,58.755,72.242,,,,
577,01/20/15 05:30:00 PM,57.290,77.293,,,,
578,01/20/15 06:00:00 PM,55.949,78.771,,,,
579,01/20/15 06:30:00 PM,53.515,85.338,,,,
580,01/20/15 07:00:00 PM,49.914,90.501,,,,
581,01/20/15 07:30:00 PM,48.450,96.619,,,,
582,01/20/15 08:00:00 PM,46.526,97.520,,,,
583,01/20/15 08:30:00 PM,44.991,99.152,,,,
584,01/20/15 09:00:00 PM,44.901,100.000,,,,
585,01/20/15 09:30:00 PM,44.127,100.000,,,,
586,01/20/15 10:00:00 PM,43.351,100.000,,,,
587,01/20/15 10:30:00 PM,43.990,100.000,,,,
588,01/20/15 11:00:00 PM,42.663,100.000,,,,
589,01/20/15 11:30:00 PM,41.832,100.000,,,,
590,01/21/15 12:00:00 AM,40.485,100.000,,,,
591,01/21/15 12:30:00 AM,41.137,100.000,,,,
592,01/21/15 01:00:00 AM,39.924,100.000,,,,
593,01/21/15 01:30:00 AM,39.360,100.000,,,,
594,01/21/15 02:00:00 AM,38.937,100.000,,,,
595,01/21/15 02:30:00 AM,38.795,100.000,,,,
596,01/21/15 03:00:00 AM,37.798,100.000,,,,
597,01/21/15 03:30:00 AM,40.485,100.000,,,,
598,01/21/15 04:00:00 AM,38.795,100.000,,,,
599,01/21/15 04:30:00 AM,39.078,100.000,,,,
600,01/21/15 05:00:00 AM,38.226,100.000,,,,
601,01/21/15 05:30:00 AM,38.700,100.000,,,,
602,01/21/15 06:00:00 AM,39.124,100.000,,,,
603,01/21/15 06:30:00 AM,38.984,100.000,,,,
604,01/21/15 07:00:00 AM,41.508,100.000,,,,
605,01/21/15 07:30:00 AM,41.230,100.000,,,,
606,01/21/15 08:00:00 AM,40.532,100.000,,,,
607,01/21/15 08:30:00 AM,39.877,100.000,,,,
608,01/21/15 09:00:00 AM,40.392,100.000,,,,
609,01/21/15 09:30:00 AM,41.693,100.000,,,,
610,01/21/15 10:00:00 AM,42.616,100.000,,,,
611,01/21/15 10:30:00 AM,43.671,100.000,,,,
612,01/21/15 11:00:00 AM,45.217,100.000,,,,
613,01/21/15 11:30:00 AM,46.886,100.000,,,,
614,01/21/15 12:00:00 PM,49.161,100.000,,,,
615,01/21/15 12:30:00 PM,52.246,87.584,,,,
616,01/21/15 01:00:00 PM,55.647,80.851,,,,
617,01/21/15 01:30:00 PM,58.023,71.107,,,,
618,01/21/15 02:00:00 PM,58.798,70.845,,,,
619,01/21/15 02:30:00 PM,58.282,74.319,,,,
620,01/21/15 03:00:00 PM,60.604,66.424,,,,
621,01/21/15 03:30:00 PM,60.303,67.969,,,,
622,01/21/15 04:00:00 PM,59.745,68.638,,,,
623,01/21/15 04:30:00 PM,58.626,70.942,,,,
624,01/21/15 05:00:00 PM,58.755,73.806,,,,
625,01/21/15 05:30:00 PM,57.592,76.770,,,,
626,01/21/15 06:00:00 PM,55.776,79.907,,,,
627,01/21/15 06:30:00 PM,53.602,85.243,,,,
628,01/21/15 07:00:00 PM,51.852,89.758,,,,
629,01/21/15 07:30:00 PM,50.135,92.104,,,,
630,01/21/15 08:00:00 PM,48.850,95.777,,,,
631,01/21/15 08:30:00 PM,48.137,97.618,,,,
632,01/21/15 09:00:00 PM,45.444,97.996,,,,
633,01/21/15 09:30:00 PM,43.808,100.000,,,,
634,01/21/15 10:00:00 PM,43.534,100.000,,,,
635,01/21/15 10:30:00 PM,44.173,100.000,,,,
636,01/21/15 11:00:00 PM,42.800,100.000,,,,
637,01/21/15 11:30:00 PM,41.416,100.000,,,,
638,01/22/15 12:00:00 AM,40.764,100.000,,,,
639,01/22/15 12:30:00 AM,40.905,100.000,,,,
640,01/22/15 01:00:00 AM,41.230,100.000,,,,
641,01/22/15 01:30:00 AM,40.811,100.000,,,,
642,01/22/15 02:00:00 AM,39.970,100.000,,,,
643,01/22/15 02:30:00 AM,40.064,100.000,,,,
644,01/22/15 03:00:00 AM,40.251,100.000,,,,
645,01/22/15 03:30:00 AM,39.360,100.000,,,,
646,01/22/15 04:00:00 AM,39.549,100.000,,,,
647,01/22/15 04:30:00 AM,41.322,100.000,,,,
648,01/22/15 05:00:00 AM,39.360,100.000,,,,
649,01/22/15 05:30:00 AM,39.220,100.000,,,,
650,01/22/15 06:00:00 AM,38.084,100.000,,,,
651,01/22/15 06:30:00 AM,38.226,100.000,,,,
652,01/22/15 07:00:00 AM,37.369,100.000,,,,
653,01/22/15 07:30:00 AM,36.986,100.000,,,,
654,01/22/15 08:00:00 AM,36.266,100.000,,,,
655,01/22/15 08:30:00 AM,35.976,100.000,,,,
656,01/22/15 09:00:00 AM,37.513,100.000,,,,
657,01/22/15 09:30:00 AM,38.037,100.000,,,,
658,01/22/15 10:00:00 AM,39.830,100.000,,,,
659,01/22/15 10:30:00 AM,43.808,100.000,,,,
660,01/22/15 11:00:00 AM,46.841,100.000,,,,
661,01/22/15 11:30:00 AM,48.938,100.000,,,,
662,01/22/15 12:00:00 PM,52.115,100.000,,,,
663,01/22/15 12:30:00 PM,57.204,82.954,,,,
664,01/22/15 01:00:00 PM,61.633,67.725,,,,
665,01/22/15 01:30:00 PM,64.459,63.161,,,,
666,01/22/15 02:00:00 PM,65.658,57.873,,,,
667,01/22/15 02:30:00 PM,66.772,57.175,,,,
668,01/22/15 03:00:00 PM,69.129,52.048,,,,
669,01/22/15 03:30:00 PM,69.300,51.936,,,,
670,01/22/15 04:00:00 PM,69.685,50.932,,,,
671,01/22/15 04:30:00 PM,68.999,51.788,,,,
672,01/22/15 05:00:00 PM,69.858,52.166,,,,
673,01/22/15 05:30:00 PM,67.928,62.735,,,,
674,01/22/15 06:00:00 PM,66.600,63.481,,,,
675,01/22/15 06:30:00 PM,63.732,68.405,,,,
676,01/22/15 07:00:00 PM,60.433,75.944,,,,
677,01/22/15 07:30:00 PM,60.775,73.460,,,,
678,01/22/15 08:00:00 PM,57.893,76.721,,,,
679,01/22/15 08:30:00 PM,57.893,74.502,,,,
680,01/22/15 09:00:00 PM,57.549,73.955,,,,
681,01/22/15 09:30:00 PM,58.325,71.368,,,,
682,01/22/15 10:00:00 PM,59.056,69.492,,,,
683,01/22/15 10:30:00 PM,58.626,70.339,,,,
684,01/22/15 11:00:00 PM,55.733,74.485,,,,
685,01/22/15 11:30:00 PM,56.685,74.282,,,,
686,01/23/15 12:00:00 AM,54.255,77.908,,,,
687,01/23/15 12:30:00 AM,58.712,59.202,,,,
688,01/23/15 01:00:00 AM,55.429,64.310,,,,
689,01/23/15 01:30:00 AM,54.952,73.131,,,,
690,01/23/15 02:00:00 AM,55.992,72.624,,,,
691,01/23/15 02:30:00 AM,55.472,70.721,,,,
692,01/23/15 03:00:00 AM,58.798,65.690,,,,
693,01/23/15 03:30:00 AM,55.386,73.968,,,,
694,01/23/15 04:00:00 AM,55.690,71.427,,,,
695,01/23/15 04:30:00 AM,57.420,65.701,,,,
696,01/23/15 05:00:00 AM,54.516,72.801,,,,
697,01/23/15 05:30:00 AM,54.995,73.615,,,,
698,01/23/15 06:00:00 AM,53.690,76.346,,,,
699,01/23/15 06:30:00 AM,52.378,79.086,,,,
700,01/23/15 07:00:00 AM,53.121,77.194,,,,
701,01/23/15 07:30:00 AM,52.817,78.041,,,,
702,01/23/15 08:00:00 AM,50.886,83.020,,,,
703,01/23/15 08:30:00 AM,49.471,84.652,,,,
704,01/23/15 09:00:00 AM,50.752,83.298,,,,
705,01/23/15 09:30:00 AM,50.929,83.347,,,,
706,01/23/15 10:00:00 AM,51.017,84.160,,,,
707,01/23/15 10:30:00 AM,52.641,79.556,,,,
708,01/23/15 11:00:00 AM,55.256,77.610,,,,
709,01/23/15 11:30:00 AM,57.420,74.843,,,,
710,01/23/15 12:00:00 PM,59.229,70.144,,,,
711,01/23/15 12:30:00 PM,62.406,66.925,,,,
712,01/23/15 01:00:00 PM,64.204,63.376,,,,
713,01/23/15 01:30:00 PM,64.888,61.885,,,,
714,01/23/15 02:00:00 PM,65.829,62.061,,,,
715,01/23/15 02:30:00 PM,66.087,62.535,,,,
716,01/23/15 03:00:00 PM,68.785,60.214,,,,
717,01/23/15 03:30:00 PM,68.313,60.324,,,,
718,01/23/15 04:00:00 PM,67.285,62.495,,,,
719,01/23/15 04:30:00 PM,65.487,64.479,,,,
720,01/23/15 05:00:00 PM,64.845,66.195,,,,
721,01/23/15 05:30:00 PM,62.577,69.568,,,,
722,01/23/15 06:00:00 PM,60.303,72.066,,,,
723,01/23/15 06:30:00 PM,58.109,75.455,,,,
724,01/23/15 07:00:00 PM,55.949,80.395,,,,
725,01/23/15 07:30:00 PM,54.561,83.055,,,,
726,01/23/15 08:00:00 PM,53.427,85.354,,,,
727,01/23/15 08:30:00 PM,52.072,89.162,,,,
728,01/23/15 09:00:00 PM,51.458,90.354,,,,
729,01/23/15 09:30:00 PM,50.400,93.013,,,,
730,01/23/15 10:00:00 PM,50.002,93.721,,,,
731,01/23/15 10:30:00 PM,49.249,95.131,,,,
732,01/23/15 11:00:00 PM,48.717,96.108,,,,
733,01/23/15 11:30:00 PM,47.871,97.627,,,,
734,01/24/15 12:00:00 AM,47.064,98.246,,,,
735,01/24/15 12:30:00 AM,46.391,98.979,,,,
736,01/24/15 01:00:00 AM,45.399,100.000,,,,
737,01/24/15 01:30:00 AM,44.809,100.000,,,,
738,01/24/15 02:00:00 AM,44.674,100.000,,,,
739,01/24/15 02:30:00 AM,44.263,100.000,,,,
740,01/24/15 03:00:00 AM,43.306,100.000,,,,
741,01/24/15 03:30:00 AM,42.892,100.000,,,,
742,01/24/15 04:00:00 AM,42.247,100.000,,,,
743,01/24/15 04:30:00 AM,41.832,100.000,,,,
744,01/24/15 05:00:00 AM,41.832,100.000,,,,
745,01/24/15 05:30:00 AM,41.787,100.000,,,,
746,01/24/15 06:00:00 AM,41.878,100.000,,,,
747,01/24/15 06:30:00 AM,41.787,100.000,,,,
748,01/24/15 07:00:00 AM,41.787,100.000,,,,
749,01/24/15 07:30:00 AM,41.925,100.000,,,,
750,01/24/15 08:00:00 AM,41.787,100.000,,,,
751,01/24/15 08:30:00 AM,41.508,100.000,,,,
752,01/24/15 09:00:00 AM,41.787,100.000,,,,
753,01/24/15 09:30:00 AM,41.693,100.000,,,,
754,01/24/15 10:00:00 AM,42.109,100.000,,,,
755,01/24/15 10:30:00 AM,43.351,100.000,,,,
756,01/24/15 11:00:00 AM,44.674,100.000,,,,
757,01/24/15 11:30:00 AM,45.579,100.000,,,,
758,01/24/15 12:00:00 PM,46.886,100.000,,,,
759,01/24/15 12:30:00 PM,50.135,95.591,,,,
760,01/24/15 01:00:00 PM,53.602,86.946,,,,
761,01/24/15 01:30:00 PM,57.074,81.847,,,,
762,01/24/15 02:00:00 PM,57.979,77.707,,,,
763,01/24/15 02:30:00 PM,58.368,73.933,,,,
764,01/24/15 03:00:00 PM,61.547,69.374,,,,
765,01/24/15 03:30:00 PM,62.062,67.418,,,,
766,01/24/15 04:00:00 PM,61.633,69.267,,,,
767,01/24/15 04:30:00 PM,61.205,70.293,,,,
768,01/24/15 05:00:00 PM,61.376,71.003,,,,
769,01/24/15 05:30:00 PM,60.991,73.027,,,,
770,01/24/15 06:00:00 PM,59.099,76.804,,,,
771,01/24/15 06:30:00 PM,57.592,80.044,,,,
772,01/24/15 07:00:00 PM,54.387,86.891,,,,
773,01/24/15 07:30:00 PM,51.148,93.070,,,,
774,01/24/15 08:00:00 PM,49.825,96.977,,,,
775,01/24/15 08:30:00 PM,48.583,98.629,,,,
776,01/24/15 09:00:00 PM,47.512,99.301,,,,
777,01/24/15 09:30:00 PM,47.199,100.000,,,,
778,01/24/15 10:00:00 PM,46.166,100.000,,,,
779,01/24/15 10:30:00 PM,45.444,100.000,,,,
780,01/24/15 11:00:00 PM,45.354,100.000,,,,
781,01/24/15 11:30:00 PM,43.990,100.000,,,,
782,01/25/15 12:00:00 AM,43.716,100.000,,,,
783,01/25/15 12:30:00 AM,43.259,100.000,,,,
784,01/25/15 01:00:00 AM,42.064,100.000,,,,
785,01/25/15 01:30:00 AM,42.525,100.000,,,,
786,01/25/15 02:00:00 AM,42.386,100.000,,,,
787,01/25/15 02:30:00 AM,42.109,100.000,,,,
788,01/25/15 03:00:00 AM,40.998,100.000,,,,
789,01/25/15 03:30:00 AM,40.111,100.000,,,,
790,01/25/15 04:00:00 AM,40.719,100.000,,,,
791,01/25/15 04:30:00 AM,40.579,100.000,,,,
792,01/25/15 05:00:00 AM,40.998,100.000,,,,
793,01/25/15 05:30:00 AM,39.031,100.000,,,,
794,01/25/15 06:00:00 AM,38.889,100.000,,,,
795,01/25/15 06:30:00 AM,37.942,100.000,,,,
796,01/25/15 07:00:00 AM,37.893,100.000,,,,
797,01/25/15 07:30:00 AM,40.111,100.000,,,,
798,01/25/15 08:00:00 AM,41.787,100.000,,,,
799,01/25/15 08:30:00 AM,37.369,100.000,,,,
800,01/25/15 09:00:00 AM,37.942,100.000,,,,
801,01/25/15 09:30:00 AM,40.064,100.000,,,,
802,01/25/15 10:00:00 AM,41.693,100.000,,,,
803,01/25/15 10:30:00 AM,43.122,100.000,,,,
804,01/25/15 11:00:00 AM,44.809,100.000,,,,
805,01/25/15 11:30:00 AM,47.647,100.000,,,,
806,01/25/15 12:00:00 PM,49.204,100.000,,,,
807,01/25/15 12:30:00 PM,52.772,100.000,,,,
808,01/25/15 01:00:00 PM,56.251,82.018,,,,
809,01/25/15 01:30:00 PM,61.075,67.494,,,,
810,01/25/15 02:00:00 PM,62.490,63.957,,,,
811,01/25/15 02:30:00 PM,62.919,64.353,,,,
812,01/25/15 03:00:00 PM,65.487,59.226,,,,
813,01/25/15 03:30:00 PM,65.615,58.448,,,,
814,01/25/15 04:00:00 PM,66.472,57.546,,,,
815,01/25/15 04:30:00 PM,66.385,65.427,,,,
816,01/25/15 05:00:00 PM,63.689,67.346,,,,
817,01/25/15 05:30:00 PM,62.490,69.965,,,,
818,01/25/15 06:00:00 PM,60.346,72.928,,,,
819,01/25/15 06:30:00 PM,59.056,75.366,,,,
820,01/25/15 07:00:00 PM,58.282,76.793,,,,
821,01/25/15 07:30:00 PM,56.251,84.026,,,,
822,01/25/15 08:00:00 PM,54.561,88.424,,,,
823,01/25/15 08:30:00 PM,54.516,90.336,,,,
824,01/25/15 09:00:00 PM,53.820,90.813,,,,
825,01/25/15 09:30:00 PM,53.341,92.870,,,,
826,01/25/15 10:00:00 PM,52.992,92.511,,,,
827,01/25/15 10:30:00 PM,52.115,93.875,,,,
828,01/25/15 11:00:00 PM,51.984,96.144,,,,
829,01/25/15 11:30:00 PM,51.148,95.210,,,,
830,01/26/15 12:00:00 AM,50.268,97.594,,,,
831,01/26/15 12:30:00 AM,49.649,98.346,,,,
832,01/26/15 01:00:00 AM,50.047,97.860,,,,
833,01/26/15 01:30:00 AM,49.249,98.434,,,,
834,01/26/15 02:00:00 AM,49.383,99.445,,,,
835,01/26/15 02:30:00 AM,49.294,99.085,,,,
836,01/26/15 03:00:00 AM,48.895,99.122,,,,
837,01/26/15 03:30:00 AM,48.583,100.000,,,,
838,01/26/15 04:00:00 AM,48.405,100.000,,,,
839,01/26/15 04:30:00 AM,48.227,100.000,,,,
840,01/26/15 05:00:00 AM,49.204,100.000,,,,
841,01/26/15 05:30:00 AM,48.583,100.000,,,,
842,01/26/15 06:00:00 AM,48.137,100.000,,,,
843,01/26/15 06:30:00 AM,49.428,100.000,,,,
844,01/26/15 07:00:00 AM,48.405,100.000,,,,
845,01/26/15 07:30:00 AM,49.825,99.464,,,,
846,01/26/15 08:00:00 AM,49.116,99.280,,,,
847,01/26/15 08:30:00 AM,49.294,98.342,,,,
848,01/26/15 09:00:00 AM,49.959,96.596,,,,
849,01/26/15 09:30:00 AM,50.356,96.580,,,,
850,01/26/15 10:00:00 AM,51.501,93.095,,,,
851,01/26/15 10:30:00 AM,51.764,93.594,,,,
852,01/26/15 11:00:00 AM,52.817,92.950,,,,
853,01/26/15 11:30:00 AM,54.300,89.362,,,,
854,01/26/15 12:00:00 PM,55.602,85.423,,,,
855,01/26/15 12:30:00 PM,56.988,83.225,,,,
856,01/26/15 01:00:00 PM,59.056,79.945,,,,
857,01/26/15 01:30:00 PM,61.419,74.157,,,,
858,01/26/15 02:00:00 PM,62.105,71.685,,,,
859,01/26/15 02:30:00 PM,63.048,69.674,,,,
860,01/26/15 03:00:00 PM,63.347,69.182,,,,
861,01/26/15 03:30:00 PM,63.090,68.631,,,,
862,01/26/15 04:00:00 PM,62.447,71.607,,,,
863,01/26/15 04:30:00 PM,61.677,72.329,,,,
864,01/26/15 05:00:00 PM,61.032,73.203,,,,
865,01/26/15 05:30:00 PM,60.346,77.676,,,,
866,01/26/15 06:00:00 PM,58.928,81.555,,,,
867,01/26/15 06:30:00 PM,56.599,88.196,,,,
868,01/26/15 07:00:00 PM,54.820,91.005,,,,
869,01/26/15 07:30:00 PM,54.169,91.643,,,,
870,01/26/15 08:00:00 PM,53.690,92.559,,,,
871,01/26/15 08:30:00 PM,53.253,93.732,,,,
872,01/26/15 09:00:00 PM,53.035,94.469,,,,
873,01/26/15 09:30:00 PM,52.554,95.392,,,,
874,01/26/15 10:00:00 PM,52.115,96.138,,,,
875,01/26/15 10:30:00 PM,52.246,95.626,,,,
876,01/26/15 11:00:00 PM,51.809,96.219,,,,
877,01/26/15 11:30:00 PM,50.974,97.626,,,,
878,01/27/15 12:00:00 AM,50.092,98.514,,,,
879,01/27/15 12:30:00 AM,49.604,99.282,,,,
880,01/27/15 01:00:00 AM,48.315,99.279,,,,
881,01/27/15 01:30:00 AM,46.974,100.000,,,,
882,01/27/15 02:00:00 AM,46.301,100.000,,,,
883,01/27/15 02:30:00 AM,46.481,100.000,,,,
884,01/27/15 03:00:00 AM,46.616,100.000,,,,
885,01/27/15 03:30:00 AM,46.346,100.000,,,,
886,01/27/15 04:00:00 AM,46.346,100.000,,,,
887,01/27/15 04:30:00 AM,46.166,100.000,,,,
888,01/27/15 05:00:00 AM,45.986,100.000,,,,
889,01/27/15 05:30:00 AM,45.896,100.000,,,,
890,01/27/15 06:00:00 AM,46.076,100.000,,,,
891,01/27/15 06:30:00 AM,46.256,100.000,,,,
892,01/27/15 07:00:00 AM,46.526,100.000,,,,
893,01/27/15 07:30:00 AM,46.166,100.000,,,,
894,01/27/15 08:00:00 AM,46.346,100.000,,,,
895,01/27/15 08:30:00 AM,46.166,100.000,,,,
896,01/27/15 09:00:00 AM,45.941,100.000,,,,
897,01/27/15 09:30:00 AM,47.334,100.000,,,,
898,01/27/15 10:00:00 AM,48.583,100.000,,,,
899,01/27/15 10:30:00 AM,50.488,100.000,,,,
900,01/27/15 11:00:00 AM,53.427,89.688,,,,
901,01/27/15 11:30:00 AM,55.819,78.369,,,,
902,01/27/15 12:00:00 PM,57.807,71.541,,,,
903,01/27/15 12:30:00 PM,62.276,66.237,,,,
904,01/27/15 01:00:00 PM,64.247,56.840,,,,
905,01/27/15 01:30:00 PM,66.000,56.192,,,,
906,01/27/15 02:00:00 PM,66.043,57.021,,,,
907,01/27/15 02:30:00 PM,66.087,58.792,,,,
908,01/27/15 03:00:00 PM,68.099,51.750,,,,
909,01/27/15 03:30:00 PM,67.928,56.136,,,,
910,01/27/15 04:00:00 PM,68.099,56.550,,,,
911,01/27/15 04:30:00 PM,67.971,58.285,,,,
912,01/27/15 05:00:00 PM,66.857,59.437,,,,
913,01/27/15 05:30:00 PM,66.258,61.980,,,,
914,01/27/15 06:00:00 PM,63.304,69.962,,,,
915,01/27/15 06:30:00 PM,60.604,74.010,,,,
916,01/27/15 07:00:00 PM,59.229,76.454,,,,
917,01/27/15 07:30:00 PM,54.387,86.732,,,,
918,01/27/15 08:00:00 PM,52.903,88.384,,,,
919,01/27/15 08:30:00 PM,51.458,89.964,,,,
920,01/27/15 09:00:00 PM,50.664,91.613,,,,
921,01/27/15 09:30:00 PM,50.092,92.968,,,,
922,01/27/15 10:00:00 PM,49.649,94.025,,,,
923,01/27/15 10:30:00 PM,48.583,96.639,,,,
924,01/27/15 11:00:00 PM,47.512,98.513,,,,
925,01/27/15 11:30:00 PM,47.109,99.189,,,,
926,01/28/15 12:00:00 AM,46.616,99.994,,,,
927,01/28/15 12:30:00 AM,46.031,100.000,,,,
928,01/28/15 01:00:00 AM,45.534,99.872,,,,
929,01/28/15 01:30:00 AM,45.986,100.000,,,,
930,01/28/15 02:00:00 AM,45.354,100.000,,,,
931,01/28/15 02:30:00 AM,44.263,100.000,,,,
932,01/28/15 03:00:00 AM,43.624,100.000,,,,
933,01/28/15 03:30:00 AM,42.939,100.000,,,,
934,01/28/15 04:00:00 AM,42.616,100.000,,,,
935,01/28/15 04:30:00 AM,42.984,100.000,,,,
936,01/28/15 05:00:00 AM,42.156,100.000,,,,
937,01/28/15 05:30:00 AM,42.064,100.000,,,,
938,01/28/15 06:00:00 AM,41.740,100.000,,,,
939,01/28/15 06:30:00 AM,41.648,100.000,,,,
940,01/28/15 07:00:00 AM,42.433,100.000,,,,
941,01/28/15 07:30:00 AM,43.075,100.000,,,,
942,01/28/15 08:00:00 AM,41.322,100.000,,,,
943,01/28/15 08:30:00 AM,41.043,100.000,,,,
944,01/28/15 09:00:00 AM,41.970,99.311,,,,
945,01/28/15 09:30:00 AM,42.847,99.546,,,,
946,01/28/15 10:00:00 AM,45.444,97.206,,,,
