"Plot Title: PPW1347_10319258"
"#","Date Time, GMT-07:00","Temp, °F (LGR S/N: 10319258, SEN S/N: 10319258)","RH, % (LGR S/N: 10319258, SEN S/N: 10319258)","Coupler Detached (LGR S/N: 10319258)","Bad Battery (LGR S/N: 10319258)","Coupler Attached (LGR S/N: 10319258)","Stopped (LGR S/N: 10319258)","End Of File (LGR S/N: 10319258)"
36,05/25/13 05:30:00 PM,68.484,47.724,,,,,
37,05/25/13 06:00:00 PM,67.500,51.736,,,,,
38,05/25/13 06:30:00 PM,66.643,53.038,,,,,
39,05/25/13 07:00:00 PM,66.772,39.806,,,,,
40,05/25/13 07:30:00 PM,65.316,42.995,,,,,
41,05/25/13 08:00:00 PM,63.005,48.653,,,,,
42,05/25/13 08:30:00 PM,61.677,51.723,,,,,
43,05/25/13 09:00:00 PM,60.433,55.273,,,,,
44,05/25/13 09:30:00 PM,59.142,58.700,,,,,
45,05/25/13 10:00:00 PM,58.282,61.102,,,,,
46,05/25/13 10:30:00 PM,57.290,64.109,,,,,
47,05/25/13 11:00:00 PM,56.383,67.022,,,,,
48,05/25/13 11:30:00 PM,55.515,70.155,,,,,
49,05/26/13 12:00:00 AM,54.820,72.580,,,,,
50,05/26/13 12:30:00 AM,54.604,74.414,,,,,
51,05/26/13 01:00:00 AM,54.212,76.462,,,,,
52,05/26/13 01:30:00 AM,53.865,78.192,,,,,
53,05/26/13 02:00:00 AM,52.160,78.375,,,,,
54,05/26/13 02:30:00 AM,51.852,81.200,,,,,
55,05/26/13 03:00:00 AM,50.886,82.752,,,,,
56,05/26/13 03:30:00 AM,50.223,83.952,,,,,
57,05/26/13 04:00:00 AM,49.383,86.069,,,,,
58,05/26/13 04:30:00 AM,48.938,87.245,,,,,
59,05/26/13 05:00:00 AM,48.805,88.167,,,,,
60,05/26/13 05:30:00 AM,48.628,89.002,,,,,
61,05/26/13 06:00:00 AM,48.583,89.747,,,,,
62,05/26/13 06:30:00 AM,48.672,90.224,,,,,
63,05/26/13 07:00:00 AM,49.825,90.696,,,,,
64,05/26/13 07:30:00 AM,52.729,90.453,,,,,
65,05/26/13 08:00:00 AM,55.125,83.639,,,,,
66,05/26/13 08:30:00 AM,56.901,80.236,,,,,
67,05/26/13 09:00:00 AM,58.541,73.697,,,,,
68,05/26/13 09:30:00 AM,60.474,67.725,,,,,
69,05/26/13 10:00:00 AM,61.290,68.098,,,,,
70,05/26/13 10:30:00 AM,62.834,62.324,,,,,
71,05/26/13 11:00:00 AM,64.760,58.798,,,,,
72,05/26/13 11:30:00 AM,65.615,52.957,,,,,
73,05/26/13 12:00:00 PM,66.515,51.598,,,,,
74,05/26/13 12:30:00 PM,67.329,45.487,,,,,
75,05/26/13 01:00:00 PM,68.443,42.167,,,,,
76,05/26/13 01:30:00 PM,69.427,40.451,,,,,
77,05/26/13 02:00:00 PM,69.771,40.796,,,,,
78,05/26/13 02:30:00 PM,70.115,40.006,,,,,
79,05/26/13 03:00:00 PM,70.716,36.051,,,,,
80,05/26/13 03:30:00 PM,70.803,36.647,,,,,
81,05/26/13 04:00:00 PM,69.985,41.651,,,,,
82,05/26/13 04:30:00 PM,70.286,47.598,,,,,
83,05/26/13 05:00:00 PM,69.471,48.364,,,,,
84,05/26/13 05:30:00 PM,68.270,50.794,,,,,
85,05/26/13 06:00:00 PM,67.842,49.067,,,,,
86,05/26/13 06:30:00 PM,67.028,50.200,,,,,
87,05/26/13 07:00:00 PM,65.745,52.130,,,,,
88,05/26/13 07:30:00 PM,64.288,55.866,,,,,
89,05/26/13 08:00:00 PM,62.704,58.710,,,,,
90,05/26/13 08:30:00 PM,60.390,62.128,,,,,
91,05/26/13 09:00:00 PM,58.325,66.636,,,,,
92,05/26/13 09:30:00 PM,56.122,70.590,,,,,
93,05/26/13 10:00:00 PM,54.212,72.146,,,,,
94,05/26/13 10:30:00 PM,52.992,74.289,,,,,
95,05/26/13 11:00:00 PM,52.597,76.331,,,,,
96,05/26/13 11:30:00 PM,52.246,76.512,,,,,
97,05/27/13 12:00:00 AM,51.282,77.364,,,,,
98,05/27/13 12:30:00 AM,50.356,79.415,,,,,
99,05/27/13 01:00:00 AM,50.223,79.372,,,,,
100,05/27/13 01:30:00 AM,49.692,80.284,,,,,
101,05/27/13 02:00:00 AM,49.428,80.954,,,,,
102,05/27/13 02:30:00 AM,48.762,81.732,,,,,
103,05/27/13 03:00:00 AM,48.137,83.231,,,,,
104,05/27/13 03:30:00 AM,47.691,84.262,,,,,
105,05/27/13 04:00:00 AM,47.512,84.635,,,,,
106,05/27/13 04:30:00 AM,47.377,84.908,,,,,
107,05/27/13 05:00:00 AM,46.706,86.212,,,,,
108,05/27/13 05:30:00 AM,46.616,86.148,,,,,
109,05/27/13 06:00:00 AM,46.121,87.412,,,,,
110,05/27/13 06:30:00 AM,46.346,87.599,,,,,
111,05/27/13 07:00:00 AM,46.616,87.817,,,,,
112,05/27/13 07:30:00 AM,48.227,87.619,,,,,
113,05/27/13 08:00:00 AM,50.709,88.112,,,,,
114,05/27/13 08:30:00 AM,54.255,84.363,,,,,
115,05/27/13 09:00:00 AM,55.863,80.905,,,,,
116,05/27/13 09:30:00 AM,57.074,84.347,,,,,
117,05/27/13 10:00:00 AM,57.636,81.588,,,,,
118,05/27/13 10:30:00 AM,58.626,81.161,,,,,
119,05/27/13 11:00:00 AM,59.659,77.120,,,,,
120,05/27/13 11:30:00 AM,58.712,86.446,,,,,
121,05/27/13 12:00:00 PM,57.936,89.013,,,,,
122,05/27/13 12:30:00 PM,58.325,90.652,,,,,
123,05/27/13 01:00:00 PM,58.541,89.466,,,,,
124,05/27/13 01:30:00 PM,58.626,90.615,,,,,
125,05/27/13 02:00:00 PM,58.541,89.440,,,,,
126,05/27/13 02:30:00 PM,58.798,89.183,,,,,
127,05/27/13 03:00:00 PM,59.014,85.893,,,,,
128,05/27/13 03:30:00 PM,59.014,83.835,,,,,
129,05/27/13 04:00:00 PM,58.455,83.737,,,,,
130,05/27/13 04:30:00 PM,58.195,85.167,,,,,
131,05/27/13 05:00:00 PM,58.239,84.117,,,,,
132,05/27/13 05:30:00 PM,58.368,85.000,,,,,
133,05/27/13 06:00:00 PM,57.936,85.133,,,,,
134,05/27/13 06:30:00 PM,57.031,90.105,,,,,
135,05/27/13 07:00:00 PM,56.035,94.083,,,,,
136,05/27/13 07:30:00 PM,55.429,96.301,,,,,
137,05/27/13 08:00:00 PM,55.125,97.399,,,,,
138,05/27/13 08:30:00 PM,54.952,98.156,,,,,
139,05/27/13 09:00:00 PM,54.865,98.772,,,,,
140,05/27/13 09:30:00 PM,54.734,99.103,,,,,
141,05/27/13 10:00:00 PM,54.473,99.238,,,,,
142,05/27/13 10:30:00 PM,54.473,99.689,,,,,
143,05/27/13 11:00:00 PM,54.387,99.825,,,,,
144,05/27/13 11:30:00 PM,54.212,99.848,,,,,
145,05/28/13 12:00:00 AM,54.169,100.000,,,,,
146,05/28/13 12:30:00 AM,54.126,100.000,,,,,
147,05/28/13 01:00:00 AM,54.082,100.000,,,,,
148,05/28/13 01:30:00 AM,54.037,100.000,,,,,
149,05/28/13 02:00:00 AM,53.994,100.000,,,,,
150,05/28/13 02:30:00 AM,53.994,100.000,,,,,
151,05/28/13 03:00:00 AM,53.951,100.000,,,,,
152,05/28/13 03:30:00 AM,53.559,100.000,,,,,
153,05/28/13 04:00:00 AM,53.602,100.000,,,,,
154,05/28/13 04:30:00 AM,53.690,100.000,,,,,
155,05/28/13 05:00:00 AM,53.776,100.000,,,,,
156,05/28/13 05:30:00 AM,53.865,100.000,,,,,
157,05/28/13 06:00:00 AM,53.951,100.000,,,,,
158,05/28/13 06:30:00 AM,54.126,100.000,,,,,
159,05/28/13 07:00:00 AM,54.300,100.000,,,,,
160,05/28/13 07:30:00 AM,54.604,100.000,,,,,
161,05/28/13 08:00:00 AM,54.820,100.000,,,,,
162,05/28/13 08:30:00 AM,55.213,100.000,,,,,
163,05/28/13 09:00:00 AM,55.949,100.000,,,,,
164,05/28/13 09:30:00 AM,56.340,100.000,,,,,
165,05/28/13 10:00:00 AM,56.858,100.000,,,,,
166,05/28/13 10:30:00 AM,57.592,100.000,,,,,
167,05/28/13 11:00:00 AM,58.498,98.135,,,,,
168,05/28/13 11:30:00 AM,59.830,96.286,,,,,
169,05/28/13 12:00:00 PM,60.991,92.866,,,,,
170,05/28/13 12:30:00 PM,61.891,82.911,,,,,
171,05/28/13 01:00:00 PM,63.903,86.257,,,,,
172,05/28/13 01:30:00 PM,65.059,78.028,,,,,
173,05/28/13 02:00:00 PM,64.974,82.437,,,,,
174,05/28/13 02:30:00 PM,66.173,69.033,,,,,
175,05/28/13 03:00:00 PM,67.586,75.557,,,,,
176,05/28/13 03:30:00 PM,67.114,77.131,,,,,
177,05/28/13 04:00:00 PM,67.586,74.668,,,,,
178,05/28/13 04:30:00 PM,67.627,77.190,,,,,
179,05/28/13 05:00:00 PM,67.242,73.767,,,,,
180,05/28/13 05:30:00 PM,66.429,76.171,,,,,
181,05/28/13 06:00:00 PM,65.530,78.591,,,,,
182,05/28/13 06:30:00 PM,64.717,76.772,,,,,
183,05/28/13 07:00:00 PM,63.732,79.418,,,,,
184,05/28/13 07:30:00 PM,62.490,80.608,,,,,
185,05/28/13 08:00:00 PM,61.977,82.537,,,,,
186,05/28/13 08:30:00 PM,60.948,83.314,,,,,
187,05/28/13 09:00:00 PM,59.830,83.502,,,,,
188,05/28/13 09:30:00 PM,58.541,83.176,,,,,
189,05/28/13 10:00:00 PM,57.376,85.788,,,,,
190,05/28/13 10:30:00 PM,55.949,88.770,,,,,
191,05/28/13 11:00:00 PM,55.429,91.612,,,,,
192,05/28/13 11:30:00 PM,54.952,88.767,,,,,
193,05/29/13 12:00:00 AM,54.212,91.779,,,,,
194,05/29/13 12:30:00 AM,54.387,92.529,,,,,
195,05/29/13 01:00:00 AM,54.561,92.709,,,,,
196,05/29/13 01:30:00 AM,54.865,92.882,,,,,
197,05/29/13 02:00:00 AM,54.909,92.629,,,,,
198,05/29/13 02:30:00 AM,55.081,90.806,,,,,
199,05/29/13 03:00:00 AM,55.168,86.622,,,,,
200,05/29/13 03:30:00 AM,55.256,84.868,,,,,
201,05/29/13 04:00:00 AM,55.386,82.725,,,,,
202,05/29/13 04:30:00 AM,55.168,84.534,,,,,
203,05/29/13 05:00:00 AM,55.081,85.060,,,,,
204,05/29/13 05:30:00 AM,54.604,88.772,,,,,
205,05/29/13 06:00:00 AM,54.300,90.253,,,,,
206,05/29/13 06:30:00 AM,54.387,91.049,,,,,
207,05/29/13 07:00:00 AM,54.561,90.864,,,,,
208,05/29/13 07:30:00 AM,54.909,90.782,,,,,
209,05/29/13 08:00:00 AM,55.558,90.899,,,,,
210,05/29/13 08:30:00 AM,57.592,86.460,,,,,
211,05/29/13 09:00:00 AM,59.099,82.919,,,,,
212,05/29/13 09:30:00 AM,60.517,79.926,,,,,
213,05/29/13 10:00:00 AM,61.720,79.207,,,,,
214,05/29/13 10:30:00 AM,62.875,69.250,,,,,
215,05/29/13 11:00:00 AM,63.689,62.343,,,,,
216,05/29/13 11:30:00 AM,64.546,58.537,,,,,
217,05/29/13 12:00:00 PM,65.530,59.684,,,,,
218,05/29/13 12:30:00 PM,67.071,56.832,,,,,
219,05/29/13 01:00:00 PM,68.527,53.869,,,,,
220,05/29/13 01:30:00 PM,70.115,50.524,,,,,
221,05/29/13 02:00:00 PM,71.017,50.118,,,,,
222,05/29/13 02:30:00 PM,71.361,46.750,,,,,
223,05/29/13 03:00:00 PM,72.050,48.167,,,,,
224,05/29/13 03:30:00 PM,72.567,44.557,,,,,
225,05/29/13 04:00:00 PM,72.523,44.940,,,,,
226,05/29/13 04:30:00 PM,72.480,50.132,,,,,
227,05/29/13 05:00:00 PM,72.437,34.458,,,,,
228,05/29/13 05:30:00 PM,72.610,40.286,,,,,
229,05/29/13 06:00:00 PM,71.190,43.244,,,,,
230,05/29/13 06:30:00 PM,69.728,44.178,,,,,
231,05/29/13 07:00:00 PM,68.142,47.953,,,,,
232,05/29/13 07:30:00 PM,66.985,49.099,,,,,
233,05/29/13 08:00:00 PM,65.273,53.456,,,,,
234,05/29/13 08:30:00 PM,63.518,56.687,,,,,
235,05/29/13 09:00:00 PM,61.804,59.505,,,,,
236,05/29/13 09:30:00 PM,60.260,63.065,,,,,
237,05/29/13 10:00:00 PM,58.885,66.924,,,,,
238,05/29/13 10:30:00 PM,57.722,69.152,,,,,
239,05/29/13 11:00:00 PM,55.863,71.616,,,,,
240,05/29/13 11:30:00 PM,54.516,75.690,,,,,
241,05/30/13 12:00:00 AM,54.255,76.939,,,,,
242,05/30/13 12:30:00 AM,51.852,80.413,,,,,
243,05/30/13 01:00:00 AM,50.356,84.368,,,,,
244,05/30/13 01:30:00 AM,49.161,86.145,,,,,
245,05/30/13 02:00:00 AM,48.182,88.395,,,,,
246,05/30/13 02:30:00 AM,47.467,89.411,,,,,
247,05/30/13 03:00:00 AM,46.481,90.047,,,,,
248,05/30/13 03:30:00 AM,46.121,92.168,,,,,
249,05/30/13 04:00:00 AM,45.444,91.994,,,,,
250,05/30/13 04:30:00 AM,44.492,92.617,,,,,
251,05/30/13 05:00:00 AM,43.579,93.541,,,,,
252,05/30/13 05:30:00 AM,43.214,93.336,,,,,
253,05/30/13 06:00:00 AM,42.892,93.840,,,,,
254,05/30/13 06:30:00 AM,44.901,94.086,,,,,
255,05/30/13 07:00:00 AM,45.806,92.249,,,,,
256,05/30/13 07:30:00 AM,50.092,84.361,,,,,
257,05/30/13 08:00:00 AM,52.246,79.153,,,,,
258,05/30/13 08:30:00 AM,54.430,72.537,,,,,
259,05/30/13 09:00:00 AM,56.035,69.063,,,,,
260,05/30/13 09:30:00 AM,57.506,68.293,,,,,
261,05/30/13 10:00:00 AM,59.445,64.786,,,,,
262,05/30/13 10:30:00 AM,61.506,56.973,,,,,
263,05/30/13 11:00:00 AM,63.648,50.851,,,,,
264,05/30/13 11:30:00 AM,65.316,49.259,,,,,
265,05/30/13 12:00:00 PM,67.329,45.995,,,,,
266,05/30/13 12:30:00 PM,69.085,42.401,,,,,
267,05/30/13 01:00:00 PM,71.620,40.421,,,,,
268,05/30/13 01:30:00 PM,73.990,39.453,,,,,
269,05/30/13 02:00:00 PM,74.034,33.843,,,,,
270,05/30/13 02:30:00 PM,75.029,26.279,,,,,
271,05/30/13 03:00:00 PM,75.637,24.596,,,,,
272,05/30/13 03:30:00 PM,76.158,25.301,,,,,
273,05/30/13 04:00:00 PM,76.289,26.399,,,,,
274,05/30/13 04:30:00 PM,76.071,26.049,,,,,
275,05/30/13 05:00:00 PM,76.028,24.817,,,,,
276,05/30/13 05:30:00 PM,75.637,26.645,,,,,
277,05/30/13 06:00:00 PM,75.117,31.792,,,,,
278,05/30/13 06:30:00 PM,73.558,36.832,,,,,
279,05/30/13 07:00:00 PM,71.620,40.161,,,,,
280,05/30/13 07:30:00 PM,69.386,42.742,,,,,
281,05/30/13 08:00:00 PM,68.270,42.092,,,,,
282,05/30/13 08:30:00 PM,66.515,43.136,,,,,
283,05/30/13 09:00:00 PM,65.059,46.410,,,,,
284,05/30/13 09:30:00 PM,63.176,51.467,,,,,
285,05/30/13 10:00:00 PM,62.105,49.274,,,,,
286,05/30/13 10:30:00 PM,59.014,60.096,,,,,
287,05/30/13 11:00:00 PM,59.572,57.564,,,,,
288,05/30/13 11:30:00 PM,58.885,57.806,,,,,
289,05/31/13 12:00:00 AM,57.679,59.648,,,,,
290,05/31/13 12:30:00 AM,57.549,60.083,,,,,
291,05/31/13 01:00:00 AM,56.383,64.256,,,,,
292,05/31/13 01:30:00 AM,54.734,69.043,,,,,
293,05/31/13 02:00:00 AM,55.168,67.102,,,,,
294,05/31/13 02:30:00 AM,54.300,69.513,,,,,
295,05/31/13 03:00:00 AM,52.203,74.814,,,,,
296,05/31/13 03:30:00 AM,53.994,70.592,,,,,
297,05/31/13 04:00:00 AM,54.734,69.043,,,,,
298,05/31/13 04:30:00 AM,53.645,71.349,,,,,
299,05/31/13 05:00:00 AM,53.733,71.274,,,,,
300,05/31/13 05:30:00 AM,53.166,72.850,,,,,
301,05/31/13 06:00:00 AM,53.166,71.948,,,,,
302,05/31/13 06:30:00 AM,52.335,73.628,,,,,
303,05/31/13 07:00:00 AM,53.341,71.741,,,,,
304,05/31/13 07:30:00 AM,54.343,70.059,,,,,
305,05/31/13 08:00:00 AM,55.558,66.997,,,,,
306,05/31/13 08:30:00 AM,57.376,64.381,,,,,
307,05/31/13 09:00:00 AM,59.486,60.795,,,,,
308,05/31/13 09:30:00 AM,61.891,58.458,,,,,
309,05/31/13 10:00:00 AM,64.074,53.731,,,,,
310,05/31/13 10:30:00 AM,66.344,51.709,,,,,
311,05/31/13 11:00:00 AM,69.300,44.950,,,,,
312,05/31/13 11:30:00 AM,71.490,45.256,,,,,
313,05/31/13 12:00:00 PM,74.163,40.771,,,,,
314,05/31/13 12:30:00 PM,76.681,38.492,,,,,
315,05/31/13 01:00:00 PM,79.216,35.847,,,,,
316,05/31/13 01:30:00 PM,81.421,27.434,,,,,
317,05/31/13 02:00:00 PM,81.730,32.552,,,,,
318,05/31/13 02:30:00 PM,82.441,33.667,,,,,
319,05/31/13 03:00:00 PM,83.511,34.194,,,,,
320,05/31/13 03:30:00 PM,83.646,35.211,,,,,
321,05/31/13 04:00:00 PM,83.332,29.911,,,,,
322,05/31/13 04:30:00 PM,82.841,31.691,,,,,
323,05/31/13 05:00:00 PM,82.976,30.031,,,,,
324,05/31/13 05:30:00 PM,83.287,30.591,,,,,
325,05/31/13 06:00:00 PM,81.554,34.564,,,,,
326,05/31/13 06:30:00 PM,80.139,37.894,,,,,
327,05/31/13 07:00:00 PM,78.996,39.153,,,,,
328,05/31/13 07:30:00 PM,78.471,42.668,,,,,
329,05/31/13 08:00:00 PM,78.165,39.369,,,,,
330,05/31/13 08:30:00 PM,74.683,45.051,,,,,
331,05/31/13 09:00:00 PM,74.511,38.137,,,,,
332,05/31/13 09:30:00 PM,73.688,35.650,,,,,
333,05/31/13 10:00:00 PM,69.600,41.045,,,,,
334,05/31/13 10:30:00 PM,70.158,39.195,,,,,
335,05/31/13 11:00:00 PM,67.543,45.215,,,,,
336,05/31/13 11:30:00 PM,65.916,49.115,,,,,
337,06/01/13 12:00:00 AM,65.188,47.995,,,,,
338,06/01/13 12:30:00 AM,64.888,47.155,,,,,
339,06/01/13 01:00:00 AM,63.262,51.566,,,,,
340,06/01/13 01:30:00 AM,60.346,56.965,,,,,
341,06/01/13 02:00:00 AM,60.217,58.554,,,,,
342,06/01/13 02:30:00 AM,61.290,57.045,,,,,
343,06/01/13 03:00:00 AM,59.916,56.626,,,,,
344,06/01/13 03:30:00 AM,57.936,63.671,,,,,
345,06/01/13 04:00:00 AM,55.949,68.105,,,,,
346,06/01/13 04:30:00 AM,56.556,65.965,,,,,
347,06/01/13 05:00:00 AM,56.340,64.632,,,,,
348,06/01/13 05:30:00 AM,55.213,68.461,,,,,
349,06/01/13 06:00:00 AM,52.903,73.158,,,,,
350,06/01/13 06:30:00 AM,52.772,74.152,,,,,
351,06/01/13 07:00:00 AM,56.122,67.517,,,,,
352,06/01/13 07:30:00 AM,60.818,54.542,,,,,
353,06/01/13 08:00:00 AM,62.704,53.468,,,,,
354,06/01/13 08:30:00 AM,64.632,51.143,,,,,
355,06/01/13 09:00:00 AM,66.814,48.898,,,,,
356,06/01/13 09:30:00 AM,68.270,48.120,,,,,
357,06/01/13 10:00:00 AM,70.329,46.838,,,,,
358,06/01/13 10:30:00 AM,72.653,43.306,,,,,
359,06/01/13 11:00:00 AM,75.376,41.953,,,,,
360,06/01/13 11:30:00 AM,78.208,37.056,,,,,
361,06/01/13 12:00:00 PM,80.449,34.641,,,,,
362,06/01/13 12:30:00 PM,82.308,31.700,,,,,
363,06/01/13 01:00:00 PM,84.452,31.394,,,,,
364,06/01/13 01:30:00 PM,86.391,30.769,,,,,
365,06/01/13 02:00:00 PM,86.799,29.863,,,,,
366,06/01/13 02:30:00 PM,86.482,29.609,,,,,
367,06/01/13 03:00:00 PM,86.482,29.677,,,,,
368,06/01/13 03:30:00 PM,86.437,31.147,,,,,
369,06/01/13 04:00:00 PM,87.118,28.434,,,,,
370,06/01/13 04:30:00 PM,86.346,31.620,,,,,
371,06/01/13 05:00:00 PM,87.802,26.251,,,,,
372,06/01/13 05:30:00 PM,86.799,27.938,,,,,
373,06/01/13 06:00:00 PM,83.064,29.967,,,,,
374,06/01/13 06:30:00 PM,80.361,29.096,,,,,
375,06/01/13 07:00:00 PM,78.514,30.302,,,,,
376,06/01/13 07:30:00 PM,78.165,30.826,,,,,
377,06/01/13 08:00:00 PM,77.859,30.271,,,,,
378,06/01/13 08:30:00 PM,76.289,31.210,,,,,
379,06/01/13 09:00:00 PM,74.206,33.585,,,,,
380,06/01/13 09:30:00 PM,70.803,39.233,,,,,
381,06/01/13 10:00:00 PM,67.413,46.604,,,,,
382,06/01/13 10:30:00 PM,68.099,43.847,,,,,
383,06/01/13 11:00:00 PM,66.558,47.651,,,,,
384,06/01/13 11:30:00 PM,65.530,49.870,,,,,
385,06/02/13 12:00:00 AM,63.732,52.253,,,,,
386,06/02/13 12:30:00 AM,62.406,56.319,,,,,
387,06/02/13 01:00:00 AM,61.205,56.614,,,,,
388,06/02/13 01:30:00 AM,60.904,58.011,,,,,
389,06/02/13 02:00:00 AM,59.486,60.168,,,,,
390,06/02/13 02:30:00 AM,57.765,63.949,,,,,
391,06/02/13 03:00:00 AM,57.160,66.432,,,,,
392,06/02/13 03:30:00 AM,56.122,68.065,,,,,
393,06/02/13 04:00:00 AM,55.515,69.353,,,,,
394,06/02/13 04:30:00 AM,54.473,72.033,,,,,
395,06/02/13 05:00:00 AM,56.251,68.827,,,,,
396,06/02/13 05:30:00 AM,58.626,62.083,,,,,
397,06/02/13 06:00:00 AM,56.772,67.148,,,,,
398,06/02/13 06:30:00 AM,54.473,72.994,,,,,
399,06/02/13 07:00:00 AM,54.169,75.957,,,,,
400,06/02/13 07:30:00 AM,56.642,75.036,,,,,
401,06/02/13 08:00:00 AM,59.916,63.417,,,,,
402,06/02/13 08:30:00 AM,61.934,60.328,,,,,
403,06/02/13 09:00:00 AM,63.561,59.480,,,,,
404,06/02/13 09:30:00 AM,64.717,57.397,,,,,
405,06/02/13 10:00:00 AM,66.515,56.969,,,,,
406,06/02/13 10:30:00 AM,68.698,52.077,,,,,
407,06/02/13 11:00:00 AM,71.404,47.040,,,,,
408,06/02/13 11:30:00 AM,73.386,43.644,,,,,
409,06/02/13 12:00:00 PM,75.463,42.610,,,,,
410,06/02/13 12:30:00 PM,77.945,41.000,,,,,
411,06/02/13 01:00:00 PM,79.524,36.264,,,,,
412,06/02/13 01:30:00 PM,81.687,35.209,,,,,
413,06/02/13 02:00:00 PM,81.775,36.252,,,,,
414,06/02/13 02:30:00 PM,81.952,37.263,,,,,
415,06/02/13 03:00:00 PM,81.864,33.571,,,,,
416,06/02/13 03:30:00 PM,81.244,34.010,,,,,
417,06/02/13 04:00:00 PM,80.272,37.769,,,,,
418,06/02/13 04:30:00 PM,79.700,36.972,,,,,
419,06/02/13 05:00:00 PM,78.690,37.282,,,,,
420,06/02/13 05:30:00 PM,77.902,38.099,,,,,
421,06/02/13 06:00:00 PM,77.203,41.086,,,,,
422,06/02/13 06:30:00 PM,76.071,41.344,,,,,
423,06/02/13 07:00:00 PM,74.467,43.972,,,,,
424,06/02/13 07:30:00 PM,72.826,45.249,,,,,
425,06/02/13 08:00:00 PM,71.060,45.739,,,,,
426,06/02/13 08:30:00 PM,68.828,54.203,,,,,
427,06/02/13 09:00:00 PM,66.429,55.920,,,,,
428,06/02/13 09:30:00 PM,64.459,58.560,,,,,
429,06/02/13 10:00:00 PM,63.005,60.093,,,,,
430,06/02/13 10:30:00 PM,61.205,62.589,,,,,
431,06/02/13 11:00:00 PM,59.830,65.645,,,,,
432,06/02/13 11:30:00 PM,58.885,68.492,,,,,
433,06/03/13 12:00:00 AM,57.376,71.551,,,,,
434,06/03/13 12:30:00 AM,56.079,74.242,,,,,
435,06/03/13 01:00:00 AM,55.168,76.517,,,,,
436,06/03/13 01:30:00 AM,54.343,78.442,,,,,
437,06/03/13 02:00:00 AM,53.472,80.312,,,,,
438,06/03/13 02:30:00 AM,52.817,82.268,,,,,
439,06/03/13 03:00:00 AM,52.115,83.633,,,,,
440,06/03/13 03:30:00 AM,51.852,84.695,,,,,
441,06/03/13 04:00:00 AM,51.237,85.838,,,,,
442,06/03/13 04:30:00 AM,50.576,87.281,,,,,
443,06/03/13 05:00:00 AM,49.914,87.402,,,,,
444,06/03/13 05:30:00 AM,49.161,88.971,,,,,
445,06/03/13 06:00:00 AM,48.805,90.166,,,,,
446,06/03/13 06:30:00 AM,48.672,90.714,,,,,
447,06/03/13 07:00:00 AM,49.249,90.434,,,,,
448,06/03/13 07:30:00 AM,50.533,89.836,,,,,
449,06/03/13 08:00:00 AM,53.733,89.232,,,,,
450,06/03/13 08:30:00 AM,56.815,82.033,,,,,
451,06/03/13 09:00:00 AM,58.885,77.227,,,,,
452,06/03/13 09:30:00 AM,61.032,74.171,,,,,
453,06/03/13 10:00:00 AM,62.062,71.479,,,,,
