DATE,PLOT,INITALS,SPECIES,A1_cover,A1_pheno,A2_cover,A2_pheno,A3_cover,A3_pheno,A4_cover,A4_pheno,B4_cover,B4_pheno,C4_cover,C4_pheno,D4_cover,D4_pheno,D3_cover,D3_pheno,D2_cover,D2_pheno,D1_cover,D1_pheno,C1_cover,C1_pheno,B1_cover,B1_pheno,NOTES
20160413,1301,"RO, MFO, PW",CERGLO,,,,,,,,,,,,,,,,,,,,,1,FRT,,,
20160413,1301,"RO, MFO, PW",TRIMICDON,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",GALPOR,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",BROHOR,,,,,,,,,,,,,,,,,,,,,,,1,FLR,
20160413,1301,"RO, MFO, PW",COLSPA,1,FRT,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",ACHMIL,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",CLAPUR,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",SISBEL,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",ELYELY,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",KOEMAC,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",LATANG,,,,,,,,,,,,,,,,,,,,,,,,,1 in flower on the plot 
20160413,1301,"RO, MFO, PW",ADIJOR,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",BRADIS,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",BROSTE,,,,,,,,,,,,,,,,,,,,,,,,,
20160413,1301,"RO, MFO, PW",CYNECH,,,1,VEG,1,VEG,,,,,,,,,1,VEG,1,VEG,1,VEG,1,VEG,,,*ADDED ON 4/14 - likely also present
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
