plot,date,device,quad,reading
PPW1317,20140513,ack,C1,2.3
PPW1317,20140513,ack,C2,1.9
PPW1317,20140513,ack,C3,2.6
PPW1317,20140513,ack,C4,3.5
PPW1317,20140513,ack,D4,4.7
PPW1317,20140513,ack,D3,4.4
PPW1317,20140513,ack,D2,3.2
PPW1317,20140513,ack,D1,3.6

PPW1316,20140513,ack,A1,4.9
PPW1316,20140513,ack,A2,2.9
PPW1316,20140513,ack,A3,6.1
PPW1316,20140513,ack,A4,4.1
PPW1316,20140513,ack,B4,3.2
PPW1316,20140513,ack,B3,5.6
PPW1316,20140513,ack,B2,5.9
PPW1316,20140513,ack,B1,8.5
PPW1316,20140513,ack,C1,3.7
PPW1316,20140513,ack,C2,3.7
PPW1316,20140513,ack,C3,2
PPW1316,20140513,ack,C4,4.2
PPW1316,20140513,ack,D4,4.3
PPW1316,20140513,ack,D3,4.7
PPW1316,20140513,ack,D2,3.8
PPW1316,20140513,ack,D1,5.1

PPW1318,20140513,ack,A1,4.6
PPW1318,20140513,ack,A2,6.9
PPW1318,20140513,ack,A3,5.2
PPW1318,20140513,ack,A4,2.8
PPW1318,20140513,ack,B4,5.8
PPW1318,20140513,ack,B3,5.1
PPW1318,20140513,ack,B2,5.1
PPW1318,20140513,ack,B1,5.6
PPW1318,20140513,ack,C1,4.3
PPW1318,20140513,ack,C2,6.7
PPW1318,20140513,ack,C3,6
PPW1318,20140513,ack,C4,8.4
PPW1318,20140513,ack,D4,6.8
PPW1318,20140513,ack,D3,6.6
PPW1318,20140513,ack,D2,7.1
PPW1318,20140513,ack,D1,7.6

PPW1319,20140513,ack,A1,8.3
PPW1319,20140513,ack,A2,6.8
PPW1319,20140513,ack,A3,5.6
PPW1319,20140513,ack,A4,7.4
PPW1319,20140513,ack,B4,10.6
PPW1319,20140513,ack,B3,7.9
PPW1319,20140513,ack,B2,7.1
PPW1319,20140513,ack,B1,9.3
PPW1319,20140513,ack,C1,8.1
PPW1319,20140513,ack,C2,7.1
PPW1319,20140513,ack,C3,8.3
PPW1319,20140513,ack,C4,6.5
PPW1319,20140513,ack,D4,5.4
PPW1319,20140513,ack,D3,7.6
PPW1319,20140513,ack,D2,6.8
PPW1319,20140513,ack,D1,7.4

PPW1304,20140517,ack,A1,15.3
PPW1304,20140517,ack,A2,8.8
PPW1304,20140517,ack,A3,14.6
PPW1304,20140517,ack,A4,12.5
PPW1304,20140517,ack,B4,13.4
PPW1304,20140517,ack,B3,13.7
PPW1304,20140517,ack,B2,7.9
PPW1304,20140517,ack,B1,12.3
PPW1304,20140517,ack,C1,8.8
PPW1304,20140517,ack,C2,7.4
PPW1304,20140517,ack,C3,7.5
PPW1304,20140517,ack,C4,10.3
PPW1304,20140517,ack,D4,NA
PPW1304,20140517,ack,D3,9.2
PPW1304,20140517,ack,D2,13.9
PPW1304,20140517,ack,D1,NA,

PPW1305,20140516,ack,A1,1.7,
PPW1305,20140516,ack,A2,NA,
PPW1305,20140516,ack,A3,4.1,
PPW1305,20140516,ack,A4,2.6,
PPW1305,20140516,ack,B4,NA,
PPW1305,20140516,ack,B3,0.7,
PPW1305,20140516,ack,B2,0.7,
PPW1305,20140516,ack,B1,3,
PPW1305,20140516,ack,C1,2.4,
PPW1305,20140516,ack,C2,1.3,
PPW1305,20140516,ack,C3,1.9,
PPW1305,20140516,ack,C4,4.8,
PPW1305,20140516,ack,D4,NA, 
PPW1305,20140516,ack,D3,3.8,
PPW1305,20140516,ack,D2,1.7
PPW1305,20140516,ack,D1,4.5
