"Plot Title: PPW1342_10008136"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10008136, SEN S/N: 10008136)","RH, % (LGR S/N: 10008136, SEN S/N: 10008136)","Coupler Detached (LGR S/N: 10008136)","Bad Battery (LGR S/N: 10008136)","Coupler Attached (LGR S/N: 10008136)","Stopped (LGR S/N: 10008136)","End Of File (LGR S/N: 10008136)"
114,09/08/15 09:30:00 PM,26.280,20.101,,,,,
115,09/08/15 10:00:00 PM,26.329,20.034,,,,,
116,09/08/15 10:30:00 PM,26.134,20.022,,,,,
117,09/08/15 11:00:00 PM,25.793,20.072,,,,,
118,09/08/15 11:30:00 PM,25.939,20.045,,,,,
119,09/09/15 12:00:00 AM,25.890,19.868,,,,,
120,09/09/15 12:30:00 AM,26.012,19.667,,,,,
121,09/09/15 01:00:00 AM,26.475,19.345,,,,,
122,09/09/15 01:30:00 AM,26.475,19.135,,,,,
123,09/09/15 02:00:00 AM,26.671,18.937,,,,,
124,09/09/15 02:30:00 AM,25.817,20.073,,,,,
125,09/09/15 03:00:00 AM,26.231,19.819,,,,,
126,09/09/15 03:30:00 AM,26.891,18.459,,,,,
127,09/09/15 04:00:00 AM,27.038,18.327,,,,,
128,09/09/15 04:30:00 AM,26.109,19.359,,,,,
129,09/09/15 05:00:00 AM,26.085,19.043,,,,,
130,09/09/15 05:30:00 AM,25.550,19.779,,,,,
131,09/09/15 06:00:00 AM,25.574,19.919,,,,,
132,09/09/15 06:30:00 AM,25.744,19.093,,,,,
133,09/09/15 07:00:00 AM,26.451,18.644,,,,,
134,09/09/15 07:30:00 AM,27.308,17.569,,,,,
135,09/09/15 08:00:00 AM,27.998,19.433,,,,,
136,09/09/15 08:30:00 AM,28.791,19.689,,,,,
137,09/09/15 09:00:00 AM,29.565,17.619,,,,,
138,09/09/15 09:30:00 AM,30.798,15.625,,,,,
139,09/09/15 10:00:00 AM,31.153,19.050,,,,,
140,09/09/15 10:30:00 AM,31.816,17.598,,,,,
141,09/09/15 11:00:00 AM,32.613,16.856,,,,,
142,09/09/15 11:30:00 AM,32.898,16.585,,,,,
143,09/09/15 12:00:00 PM,33.678,15.406,,,,,
144,09/09/15 12:30:00 PM,34.572,14.477,,,,,
145,09/09/15 01:00:00 PM,35.985,11.967,,,,,
146,09/09/15 01:30:00 PM,35.128,11.279,,,,,
147,09/09/15 02:00:00 PM,35.475,10.782,,,,,
148,09/09/15 02:30:00 PM,35.770,11.522,,,,,
149,09/09/15 03:00:00 PM,35.315,12.086,,,,,
150,09/09/15 03:30:00 PM,34.889,12.431,,,,,
151,09/09/15 04:00:00 PM,34.360,11.938,,,,,
152,09/09/15 04:30:00 PM,34.124,12.182,,,,,
153,09/09/15 05:00:00 PM,33.574,13.351,,,,,
154,09/09/15 05:30:00 PM,33.053,12.860,,,,,
155,09/09/15 06:00:00 PM,32.021,13.607,,,,,
156,09/09/15 06:30:00 PM,30.672,14.192,,,,,
157,09/09/15 07:00:00 PM,29.941,15.085,,,,,
158,09/09/15 07:30:00 PM,29.240,16.400,,,,,
159,09/09/15 08:00:00 PM,28.891,17.019,,,,,
160,09/09/15 08:30:00 PM,28.692,17.573,,,,,
161,09/09/15 09:00:00 PM,28.345,18.258,,,,,
162,09/09/15 09:30:00 PM,27.924,18.867,,,,,
163,09/09/15 10:00:00 PM,27.604,19.445,,,,,
164,09/09/15 10:30:00 PM,27.653,19.062,,,,,
165,09/09/15 11:00:00 PM,27.604,19.165,,,,,
166,09/09/15 11:30:00 PM,27.087,19.939,,,,,
167,09/10/15 12:00:00 AM,27.063,19.658,,,,,
168,09/10/15 12:30:00 AM,26.769,19.920,,,,,
169,09/10/15 01:00:00 AM,27.308,18.622,,,,,
170,09/10/15 01:30:00 AM,26.989,19.549,,,,,
171,09/10/15 02:00:00 AM,26.182,21.138,,,,,
172,09/10/15 02:30:00 AM,25.550,22.622,,,,,
173,09/10/15 03:00:00 AM,25.331,23.194,,,,,
174,09/10/15 03:30:00 AM,25.355,22.609,,,,,
175,09/10/15 04:00:00 AM,25.307,22.778,,,,,
176,09/10/15 04:30:00 AM,25.671,22.284,,,,,
177,09/10/15 05:00:00 AM,26.207,21.556,,,,,
178,09/10/15 05:30:00 AM,26.524,21.055,,,,,
179,09/10/15 06:00:00 AM,26.867,20.623,,,,,
180,09/10/15 06:30:00 AM,27.431,19.959,,,,,
181,09/10/15 07:00:00 AM,27.801,20.820,,,,,
182,09/10/15 07:30:00 AM,28.196,21.262,,,,,
183,09/10/15 08:00:00 AM,28.965,22.705,,,,,
184,09/10/15 08:30:00 AM,28.916,20.257,,,,,
185,09/10/15 09:00:00 AM,29.040,21.594,,,,,
186,09/10/15 09:30:00 AM,29.165,25.703,,,,,
187,09/10/15 10:00:00 AM,29.890,25.027,,,,,
188,09/10/15 10:30:00 AM,31.510,21.538,,,,,
189,09/10/15 11:00:00 AM,33.183,19.164,,,,,
190,09/10/15 11:30:00 AM,33.835,14.192,,,,,
191,09/10/15 12:00:00 PM,34.097,17.147,,,,,
192,09/10/15 12:30:00 PM,34.677,13.580,,,,,
193,09/10/15 01:00:00 PM,36.552,10.348,,,,,
194,09/10/15 01:30:00 PM,35.422,11.654,,,,,
195,09/10/15 02:00:00 PM,35.555,12.821,,,,,
196,09/10/15 02:30:00 PM,36.092,9.856,,,,,
197,09/10/15 03:00:00 PM,35.102,12.222,,,,,
198,09/10/15 03:30:00 PM,34.045,14.777,,,,,
199,09/10/15 04:00:00 PM,32.691,14.032,,,,,
200,09/10/15 04:30:00 PM,33.001,15.660,,,,,
201,09/10/15 05:00:00 PM,32.433,14.989,,,,,
202,09/10/15 05:30:00 PM,31.433,17.648,,,,,
203,09/10/15 06:00:00 PM,30.394,18.830,,,,,
204,09/10/15 06:30:00 PM,29.240,20.627,,,,,
205,09/10/15 07:00:00 PM,28.742,19.616,,,,,
206,09/10/15 07:30:00 PM,28.320,19.732,,,,,
207,09/10/15 08:00:00 PM,27.899,19.217,,,,,
208,09/10/15 08:30:00 PM,27.358,19.116,,,,,
209,09/10/15 09:00:00 PM,27.014,20.702,,,,,
210,09/10/15 09:30:00 PM,26.916,19.160,,,,,
211,09/10/15 10:00:00 PM,26.891,18.249,,,,,
212,09/10/15 10:30:00 PM,26.426,18.223,,,,,
213,09/10/15 11:00:00 PM,26.061,17.993,,,,,
214,09/10/15 11:30:00 PM,25.404,19.979,,,,,
215,09/11/15 12:00:00 AM,24.677,21.598,,,,,
216,09/11/15 12:30:00 AM,24.412,21.478,,,,,
217,09/11/15 01:00:00 AM,24.436,22.135,,,,,
218,09/11/15 01:30:00 AM,24.484,21.448,,,,,
219,09/11/15 02:00:00 AM,24.702,19.660,,,,,
220,09/11/15 02:30:00 AM,24.919,17.302,,,,,
221,09/11/15 03:00:00 AM,24.629,17.636,,,,,
222,09/11/15 03:30:00 AM,24.992,15.623,,,,,
223,09/11/15 04:00:00 AM,24.823,16.036,,,,,
224,09/11/15 04:30:00 AM,24.484,16.649,,,,,
225,09/11/15 05:00:00 AM,24.919,17.162,,,,,
226,09/11/15 05:30:00 AM,24.702,17.360,,,,,
227,09/11/15 06:00:00 AM,25.065,14.994,,,,,
228,09/11/15 06:30:00 AM,25.137,13.728,,,,,
229,09/11/15 07:00:00 AM,25.598,14.455,,,,,
230,09/11/15 07:30:00 AM,25.477,15.365,,,,,
231,09/11/15 08:00:00 AM,24.291,19.288,,,,,
232,09/11/15 08:30:00 AM,24.146,18.793,,,,,
233,09/11/15 09:00:00 AM,25.113,18.918,,,,,
234,09/11/15 09:30:00 AM,26.573,18.371,,,,,
235,09/11/15 10:00:00 AM,28.221,19.340,,,,,
236,09/11/15 10:30:00 AM,29.439,18.036,,,,,
237,09/11/15 11:00:00 AM,30.520,18.590,,,,,
238,09/11/15 11:30:00 AM,31.153,15.214,,,,,
239,09/11/15 12:00:00 PM,32.227,11.528,,,,,
240,09/11/15 12:30:00 PM,33.313,12.438,,,,,
241,09/11/15 01:00:00 PM,35.235,10.336,,,,,
242,09/11/15 01:30:00 PM,34.413,12.629,,,,,
243,09/11/15 02:00:00 PM,35.342,12.812,,,,,
244,09/11/15 02:30:00 PM,35.502,16.645,,,,,
245,09/11/15 03:00:00 PM,34.889,19.616,,,,,
246,09/11/15 03:30:00 PM,34.308,17.158,,,,,
247,09/11/15 04:00:00 PM,33.730,17.199,,,,,
248,09/11/15 04:30:00 PM,33.495,16.901,,,,,
249,09/11/15 05:00:00 PM,32.639,17.997,,,,,
250,09/11/15 05:30:00 PM,31.535,18.434,,,,,
251,09/11/15 06:00:00 PM,30.672,17.466,,,,,
252,09/11/15 06:30:00 PM,30.520,13.970,,,,,
253,09/11/15 07:00:00 PM,29.991,15.159,,,,,
254,09/11/15 07:30:00 PM,28.965,17.305,,,,,
255,09/11/15 08:00:00 PM,28.196,17.617,,,,,
256,09/11/15 08:30:00 PM,27.604,17.937,,,,,
257,09/11/15 09:00:00 PM,26.989,20.491,,,,,
258,09/11/15 09:30:00 PM,26.109,20.508,,,,,
259,09/11/15 10:00:00 PM,25.744,21.041,,,,,
260,09/11/15 10:30:00 PM,25.137,22.249,,,,,
261,09/11/15 11:00:00 PM,24.823,22.574,,,,,
262,09/11/15 11:30:00 PM,24.460,22.206,,,,,
263,09/12/15 12:00:00 AM,23.569,25.095,,,,,
264,09/12/15 12:30:00 AM,23.280,25.893,,,,,
265,09/12/15 01:00:00 AM,23.160,24.520,,,,,
266,09/12/15 01:30:00 AM,23.064,24.650,,,,,
267,09/12/15 02:00:00 AM,22.417,26.508,,,,,
268,09/12/15 02:30:00 AM,21.581,32.018,,,,,
269,09/12/15 03:00:00 AM,20.293,37.568,,,,,
270,09/12/15 03:30:00 AM,20.627,33.227,,,,,
271,09/12/15 04:00:00 AM,20.293,31.439,,,,,
272,09/12/15 04:30:00 AM,20.793,28.273,,,,,
273,09/12/15 05:00:00 AM,19.603,36.191,,,,,
274,09/12/15 05:30:00 AM,18.414,39.224,,,,,
275,09/12/15 06:00:00 AM,19.008,36.851,,,,,
276,09/12/15 06:30:00 AM,19.294,34.916,,,,,
277,09/12/15 07:00:00 AM,19.984,33.532,,,,,
278,09/12/15 07:30:00 AM,19.888,33.259,,,,,
279,09/12/15 08:00:00 AM,21.175,29.075,,,,,
280,09/12/15 08:30:00 AM,22.776,27.687,,,,,
281,09/12/15 09:00:00 AM,23.280,27.048,,,,,
282,09/12/15 09:30:00 AM,23.665,30.860,,,,,
283,09/12/15 10:00:00 AM,23.905,37.013,,,,,
284,09/12/15 10:30:00 AM,25.647,35.791,,,,,
285,09/12/15 11:00:00 AM,26.280,34.983,,,,,
286,09/12/15 11:30:00 AM,24.315,41.064,,,,,
287,09/12/15 12:00:00 PM,24.992,39.201,,,,,
288,09/12/15 12:30:00 PM,26.451,37.200,,,,,
289,09/12/15 01:00:00 PM,24.823,42.393,,,,,
290,09/12/15 01:30:00 PM,25.186,41.356,,,,,
291,09/12/15 02:00:00 PM,26.353,39.740,,,,,
292,09/12/15 02:30:00 PM,25.428,42.559,,,,,
293,09/12/15 03:00:00 PM,24.629,43.704,,,,,
294,09/12/15 03:30:00 PM,25.331,36.093,,,,,
295,09/12/15 04:00:00 PM,26.475,32.315,,,,,
296,09/12/15 04:30:00 PM,26.598,34.008,,,,,
297,09/12/15 05:00:00 PM,27.456,24.200,,,,,
298,09/12/15 05:30:00 PM,28.593,17.955,,,,,
299,09/12/15 06:00:00 PM,28.518,18.409,,,,,
300,09/12/15 06:30:00 PM,27.751,20.467,,,,,
301,09/12/15 07:00:00 PM,27.653,22.932,,,,,
302,09/12/15 07:30:00 PM,28.048,20.555,,,,,
303,09/12/15 08:00:00 PM,28.468,20.790,,,,,
304,09/12/15 08:30:00 PM,28.642,21.779,,,,,
305,09/12/15 09:00:00 PM,26.451,25.370,,,,,
306,09/12/15 09:30:00 PM,24.339,33.533,,,,,
307,09/12/15 10:00:00 PM,21.557,46.743,,,,,
308,09/12/15 10:30:00 PM,20.174,53.386,,,,,
309,09/12/15 11:00:00 PM,19.080,59.997,,,,,
310,09/12/15 11:30:00 PM,17.605,67.669,,,,,
311,09/13/15 12:00:00 AM,17.391,67.191,,,,,
312,09/13/15 12:30:00 AM,18.081,64.419,,,,,
313,09/13/15 01:00:00 AM,18.010,64.882,,,,,
314,09/13/15 01:30:00 AM,18.390,62.144,,,,,
315,09/13/15 02:00:00 AM,19.532,57.391,,,,,
316,09/13/15 02:30:00 AM,19.151,56.231,,,,,
317,09/13/15 03:00:00 AM,20.365,49.724,,,,,
318,09/13/15 03:30:00 AM,20.865,46.816,,,,,
319,09/13/15 04:00:00 AM,21.891,41.318,,,,,
320,09/13/15 04:30:00 AM,22.298,39.670,,,,,
321,09/13/15 05:00:00 AM,22.513,44.233,,,,,
322,09/13/15 05:30:00 AM,23.160,38.682,,,,,
323,09/13/15 06:00:00 AM,24.629,39.229,,,,,
324,09/13/15 06:30:00 AM,22.944,43.896,,,,,
325,09/13/15 07:00:00 AM,22.705,42.964,,,,,
326,09/13/15 07:30:00 AM,19.080,66.756,,,,,
327,09/13/15 08:00:00 AM,18.699,69.887,,,,,
328,09/13/15 08:30:00 AM,19.674,66.743,,,,,
329,09/13/15 09:00:00 AM,18.747,70.478,,,,,
330,09/13/15 09:30:00 AM,19.413,67.229,,,,,
331,09/13/15 10:00:00 AM,21.557,62.789,,,,,
332,09/13/15 10:30:00 AM,21.891,62.451,,,,,
333,09/13/15 11:00:00 AM,23.713,58.892,,,,,
334,09/13/15 11:30:00 AM,24.895,53.772,,,,,
335,09/13/15 12:00:00 PM,25.113,53.929,,,,,
336,09/13/15 12:30:00 PM,25.574,50.095,,,,,
337,09/13/15 01:00:00 PM,27.949,45.786,,,,,
338,09/13/15 01:30:00 PM,27.481,46.379,,,,,
339,09/13/15 02:00:00 PM,28.518,43.138,,,,,
340,09/13/15 02:30:00 PM,29.165,41.463,,,,,
341,09/13/15 03:00:00 PM,28.866,42.815,,,,,
342,09/13/15 03:30:00 PM,29.340,38.491,,,,,
343,09/13/15 04:00:00 PM,29.740,36.118,,,,,
344,09/13/15 04:30:00 PM,28.048,41.308,,,,,
345,09/13/15 05:00:00 PM,26.573,44.418,,,,,
346,09/13/15 05:30:00 PM,25.283,47.400,,,,,
347,09/13/15 06:00:00 PM,23.352,50.531,,,,,
348,09/13/15 06:30:00 PM,21.461,54.781,,,,,
349,09/13/15 07:00:00 PM,20.246,56.886,,,,,
350,09/13/15 07:30:00 PM,19.032,59.414,,,,,
351,09/13/15 08:00:00 PM,17.748,64.036,,,,,
352,09/13/15 08:30:00 PM,17.225,66.867,,,,,
353,09/13/15 09:00:00 PM,16.844,69.657,,,,,
354,09/13/15 09:30:00 PM,15.867,75.846,,,,,
355,09/13/15 10:00:00 PM,15.175,79.976,,,,,
356,09/13/15 10:30:00 PM,15.199,79.704,,,,,
357,09/13/15 11:00:00 PM,15.318,79.064,,,,,
358,09/13/15 11:30:00 PM,14.074,85.621,,,,,
359,09/14/15 12:00:00 AM,12.823,90.362,,,,,
360,09/14/15 12:30:00 AM,12.413,94.480,,,,,
361,09/14/15 01:00:00 AM,12.389,95.241,,,,,
362,09/14/15 01:30:00 AM,12.195,96.132,,,,,
363,09/14/15 02:00:00 AM,12.171,97.013,,,,,
364,09/14/15 02:30:00 AM,12.147,97.436,,,,,
365,09/14/15 03:00:00 AM,12.195,97.953,,,,,
366,09/14/15 03:30:00 AM,12.243,98.218,,,,,
367,09/14/15 04:00:00 AM,12.243,98.570,,,,,
368,09/14/15 04:30:00 AM,12.268,98.903,,,,,
369,09/14/15 05:00:00 AM,12.316,98.941,,,,,
370,09/14/15 05:30:00 AM,12.340,99.198,,,,,
371,09/14/15 06:00:00 AM,12.413,99.218,,,,,
372,09/14/15 06:30:00 AM,12.485,99.088,,,,,
373,09/14/15 07:00:00 AM,12.606,99.121,,,,,
374,09/14/15 07:30:00 AM,12.847,99.589,,,,,
375,09/14/15 08:00:00 AM,13.088,99.456,,,,,
376,09/14/15 08:30:00 AM,13.353,99.479,,,,,
377,09/14/15 09:00:00 AM,13.449,99.355,,,,,
378,09/14/15 09:30:00 AM,13.497,99.720,,,,,
379,09/14/15 10:00:00 AM,13.642,99.961,,,,,
380,09/14/15 10:30:00 AM,13.954,99.997,,,,,
381,09/14/15 11:00:00 AM,14.170,99.806,,,,,
382,09/14/15 11:30:00 AM,14.385,99.311,,,,,
383,09/14/15 12:00:00 PM,14.409,98.913,,,,,
384,09/14/15 12:30:00 PM,14.505,98.889,,,,,
385,09/14/15 01:00:00 PM,14.601,98.458,,,,,
386,09/14/15 01:30:00 PM,14.960,97.639,,,,,
387,09/14/15 02:00:00 PM,14.888,96.083,,,,,
388,09/14/15 02:30:00 PM,14.768,95.820,,,,,
389,09/14/15 03:00:00 PM,14.577,95.898,,,,,
390,09/14/15 03:30:00 PM,14.409,96.033,,,,,
391,09/14/15 04:00:00 PM,13.930,97.743,,,,,
392,09/14/15 04:30:00 PM,13.930,98.123,,,,,
393,09/14/15 05:00:00 PM,13.738,98.527,,,,,
394,09/14/15 05:30:00 PM,13.738,99.082,,,,,
395,09/14/15 06:00:00 PM,13.594,99.294,,,,,
396,09/14/15 06:30:00 PM,13.546,99.557,,,,,
397,09/14/15 07:00:00 PM,13.546,99.758,,,,,
398,09/14/15 07:30:00 PM,13.353,99.680,,,,,
399,09/14/15 08:00:00 PM,13.257,99.954,,,,,
400,09/14/15 08:30:00 PM,13.233,100.000,,,,,
401,09/14/15 09:00:00 PM,13.257,100.000,,,,,
402,09/14/15 09:30:00 PM,13.305,100.000,,,,,
403,09/14/15 10:00:00 PM,13.305,100.000,,,,,
404,09/14/15 10:30:00 PM,13.281,99.860,,,,,
405,09/14/15 11:00:00 PM,13.185,99.833,,,,,
406,09/14/15 11:30:00 PM,13.040,99.993,,,,,
407,09/15/15 12:00:00 AM,12.968,100.000,,,,,
408,09/15/15 12:30:00 AM,12.920,99.985,,,,,
409,09/15/15 01:00:00 AM,12.678,99.917,,,,,
410,09/15/15 01:30:00 AM,12.678,99.742,,,,,
411,09/15/15 02:00:00 AM,12.727,99.456,,,,,
412,09/15/15 02:30:00 AM,12.751,99.612,,,,,
413,09/15/15 03:00:00 AM,12.703,99.949,,,,,
414,09/15/15 03:30:00 AM,12.654,99.886,,,,,
415,09/15/15 04:00:00 AM,12.534,99.852,,,,,
416,09/15/15 04:30:00 AM,12.219,99.614,,,,,
417,09/15/15 05:00:00 AM,11.929,99.583,,,,,
418,09/15/15 05:30:00 AM,11.297,98.609,,,,,
419,09/15/15 06:00:00 AM,10.736,97.780,,,,,
420,09/15/15 06:30:00 AM,10.467,96.124,,,,,
421,09/15/15 07:00:00 AM,10.565,95.216,,,,,
422,09/15/15 07:30:00 AM,10.858,93.178,,,,,
423,09/15/15 08:00:00 AM,11.297,90.970,,,,,
424,09/15/15 08:30:00 AM,12.001,89.004,,,,,
425,09/15/15 09:00:00 AM,12.727,85.627,,,,,
426,09/15/15 09:30:00 AM,13.594,80.129,,,,,
427,09/15/15 10:00:00 AM,14.912,71.308,,,,,
428,09/15/15 10:30:00 AM,16.606,58.850,,,,,
429,09/15/15 11:00:00 AM,18.057,52.746,,,,,
430,09/15/15 11:30:00 AM,18.271,48.319,,,,,
431,09/15/15 12:00:00 PM,19.413,46.255,,,,,
432,09/15/15 12:30:00 PM,19.365,45.900,,,,,
433,09/15/15 01:00:00 PM,19.674,44.920,,,,,
434,09/15/15 01:30:00 PM,19.674,40.588,,,,,
435,09/15/15 02:00:00 PM,19.222,41.601,,,,,
436,09/15/15 02:30:00 PM,18.509,41.746,,,,,
437,09/15/15 03:00:00 PM,17.938,41.008,,,,,
438,09/15/15 03:30:00 PM,17.177,42.490,,,,,
439,09/15/15 04:00:00 PM,16.272,43.972,,,,,
440,09/15/15 04:30:00 PM,16.034,44.923,,,,,
441,09/15/15 05:00:00 PM,15.986,46.364,,,,,
442,09/15/15 05:30:00 PM,15.270,47.930,,,,,
443,09/15/15 06:00:00 PM,14.673,51.686,,,,,
444,09/15/15 06:30:00 PM,14.194,55.156,,,,,
445,09/15/15 07:00:00 PM,13.978,57.357,,,,,
446,09/15/15 07:30:00 PM,13.738,58.219,,,,,
447,09/15/15 08:00:00 PM,13.305,60.741,,,,,
448,09/15/15 08:30:00 PM,12.968,63.893,,,,,
449,09/15/15 09:00:00 PM,12.606,66.765,,,,,
450,09/15/15 09:30:00 PM,12.437,69.207,,,,,
451,09/15/15 10:00:00 PM,12.195,70.217,,,,,
452,09/15/15 10:30:00 PM,12.025,70.839,,,,,
453,09/15/15 11:00:00 PM,11.832,73.847,,,,,
