"Plot Title: PPW1328_10008101"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10008101, SEN S/N: 10008101)","RH, % (LGR S/N: 10008101, SEN S/N: 10008101)","Coupler Detached (LGR S/N: 10008101)","Bad Battery (LGR S/N: 10008101)","End Of File (LGR S/N: 10008101)"
983,10/15/15 09:29:41 PM,15.103,77.681,,,
984,10/15/15 09:59:41 PM,14.409,79.285,,,
985,10/15/15 10:29:41 PM,13.834,81.114,,,
986,10/15/15 10:59:41 PM,13.546,84.879,,,
987,10/15/15 11:29:41 PM,13.329,86.704,,,
988,10/15/15 11:59:41 PM,13.546,88.246,,,
989,10/16/15 12:29:41 AM,13.954,90.380,,,
990,10/16/15 12:59:41 AM,13.810,92.126,,,
991,10/16/15 01:29:41 AM,13.690,93.187,,,
992,10/16/15 01:59:41 AM,13.882,92.821,,,
993,10/16/15 02:29:41 AM,13.930,92.573,,,
994,10/16/15 02:59:41 AM,13.714,93.090,,,
995,10/16/15 03:29:41 AM,13.642,93.874,,,
996,10/16/15 03:59:41 AM,13.738,94.183,,,
997,10/16/15 04:29:41 AM,13.570,95.118,,,
998,10/16/15 04:59:41 AM,13.449,95.906,,,
999,10/16/15 05:29:41 AM,13.401,96.353,,,
1000,10/16/15 05:59:41 AM,13.425,95.797,,,
1001,10/16/15 06:29:41 AM,13.257,95.778,,,
1002,10/16/15 06:59:41 AM,13.281,94.990,,,
1003,10/16/15 07:29:41 AM,13.257,95.957,,,
1004,10/16/15 07:59:41 AM,13.425,95.695,,,
1005,10/16/15 08:29:41 AM,13.978,93.883,,,
1006,10/16/15 08:59:41 AM,15.199,89.099,,,
1007,10/16/15 09:29:41 AM,16.415,85.056,,,
1008,10/16/15 09:59:41 AM,17.796,78.584,,,
1009,10/16/15 10:29:41 AM,19.032,73.458,,,
1010,10/16/15 10:59:41 AM,20.698,67.251,,,
1011,10/16/15 11:29:41 AM,22.992,56.991,,,
1012,10/16/15 11:59:41 AM,23.954,56.296,,,
1013,10/16/15 12:29:41 PM,24.968,50.301,,,
1014,10/16/15 12:59:41 PM,26.134,46.797,,,
1015,10/16/15 01:29:41 PM,26.818,44.251,,,
1016,10/16/15 01:59:41 PM,27.014,43.327,,,
1017,10/16/15 02:29:41 PM,27.161,40.552,,,
1018,10/16/15 02:59:41 PM,27.112,41.337,,,
1019,10/16/15 03:29:41 PM,25.574,49.168,,,
1020,10/16/15 03:59:41 PM,24.002,50.649,,,
1021,10/16/15 04:29:41 PM,22.729,53.873,,,
1022,10/16/15 04:59:41 PM,21.318,60.050,,,
1023,10/16/15 05:29:41 PM,19.936,64.409,,,
1024,10/16/15 05:59:41 PM,18.271,68.844,,,
1025,10/16/15 06:29:41 PM,16.987,73.943,,,
1026,10/16/15 06:59:41 PM,16.249,76.235,,,
1027,10/16/15 07:29:41 PM,14.912,82.586,,,
1028,10/16/15 07:59:41 PM,14.457,83.057,,,
1029,10/16/15 08:29:41 PM,14.098,84.305,,,
1030,10/16/15 08:59:41 PM,13.570,85.503,,,
1031,10/16/15 09:29:41 PM,13.161,86.744,,,
1032,10/16/15 09:59:41 PM,13.016,87.800,,,
1033,10/16/15 10:29:41 PM,12.775,90.873,,,
1034,10/16/15 10:59:41 PM,12.823,89.469,,,
1035,10/16/15 11:29:41 PM,13.329,89.778,,,
1036,10/16/15 11:59:41 PM,13.714,88.896,,,
1037,10/17/15 12:29:41 AM,13.642,89.196,,,
1038,10/17/15 12:59:41 AM,13.570,89.759,,,
1039,10/17/15 01:29:41 AM,13.497,89.636,,,
1040,10/17/15 01:59:41 AM,13.209,89.485,,,
1041,10/17/15 02:29:41 AM,12.871,90.478,,,
1042,10/17/15 02:59:41 AM,12.823,91.094,,,
1043,10/17/15 03:29:41 AM,12.896,92.050,,,
1044,10/17/15 03:59:41 AM,13.040,91.331,,,
1045,10/17/15 04:29:41 AM,13.040,91.409,,,
1046,10/17/15 04:59:41 AM,12.799,91.739,,,
1047,10/17/15 05:29:41 AM,12.437,91.985,,,
1048,10/17/15 05:59:41 AM,12.268,92.304,,,
1049,10/17/15 06:29:41 AM,11.977,92.334,,,
1050,10/17/15 06:59:41 AM,11.759,92.845,,,
1051,10/17/15 07:29:41 AM,12.001,93.397,,,
1052,10/17/15 07:59:41 AM,12.968,92.224,,,
1053,10/17/15 08:29:41 AM,14.314,87.019,,,
1054,10/17/15 08:59:41 AM,14.457,87.294,,,
1055,10/17/15 09:29:41 AM,15.151,85.819,,,
1056,10/17/15 09:59:41 AM,15.151,89.725,,,
1057,10/17/15 10:29:41 AM,15.557,89.745,,,
1058,10/17/15 10:59:41 AM,16.034,89.542,,,
1059,10/17/15 11:29:41 AM,16.534,88.943,,,
1060,10/17/15 11:59:41 AM,17.106,86.194,,,
1061,10/17/15 12:29:41 PM,17.605,84.317,,,
1062,10/17/15 12:59:41 PM,18.509,80.977,,,
1063,10/17/15 01:29:41 PM,19.270,77.508,,,
1064,10/17/15 01:59:41 PM,19.698,74.021,,,
1065,10/17/15 02:29:41 PM,20.650,69.692,,,
1066,10/17/15 02:59:41 PM,20.579,70.764,,,
1067,10/17/15 03:29:41 PM,20.627,67.978,,,
1068,10/17/15 03:59:41 PM,20.793,67.624,,,
1069,10/17/15 04:29:41 PM,20.103,71.783,,,
1070,10/17/15 04:59:41 PM,19.032,74.004,,,
1071,10/17/15 05:29:41 PM,17.677,77.489,,,
1072,10/17/15 05:59:41 PM,16.153,81.295,,,
1073,10/17/15 06:29:41 PM,15.103,84.509,,,
1074,10/17/15 06:59:41 PM,14.457,86.839,,,
1075,10/17/15 07:29:41 PM,13.810,88.549,,,
1076,10/17/15 07:59:41 PM,13.305,90.114,,,
1077,10/17/15 08:29:41 PM,12.968,91.391,,,
1078,10/17/15 08:59:41 PM,12.775,92.382,,,
1079,10/17/15 09:29:41 PM,12.630,92.863,,,
1080,10/17/15 09:59:41 PM,12.461,93.491,,,
1081,10/17/15 10:29:41 PM,12.147,93.641,,,
1082,10/17/15 10:59:41 PM,11.856,94.078,,,
1083,10/17/15 11:29:41 PM,11.662,94.564,,,
1084,10/17/15 11:59:41 PM,11.419,95.061,,,
1085,10/18/15 12:29:41 AM,11.273,94.972,,,
1086,10/18/15 12:59:41 AM,10.980,95.250,,,
1087,10/18/15 01:29:41 AM,10.736,95.134,,,
1088,10/18/15 01:59:41 AM,10.418,95.505,,,
1089,10/18/15 02:29:41 AM,10.222,95.403,,,
1090,10/18/15 02:59:41 AM,10.026,95.653,,,
1091,10/18/15 03:29:41 AM,10.100,96.177,,,
1092,10/18/15 03:59:41 AM,9.805,95.745,,,
1093,10/18/15 04:29:41 AM,9.977,96.445,,,
1094,10/18/15 04:59:41 AM,9.657,95.705,,,
1095,10/18/15 05:29:41 AM,9.312,95.864,,,
1096,10/18/15 05:59:41 AM,9.262,96.502,,,
1097,10/18/15 06:29:41 AM,9.312,96.215,,,
1098,10/18/15 06:59:41 AM,9.114,96.362,,,
1099,10/18/15 07:29:41 AM,9.163,96.300,,,
1100,10/18/15 07:59:41 AM,9.534,96.676,,,
1101,10/18/15 08:29:41 AM,11.127,97.962,,,
1102,10/18/15 08:59:41 AM,13.978,93.987,,,
1103,10/18/15 09:29:41 AM,15.724,85.520,,,
1104,10/18/15 09:59:41 AM,16.272,81.818,,,
1105,10/18/15 10:29:41 AM,17.415,77.294,,,
1106,10/18/15 10:59:41 AM,18.699,71.949,,,
1107,10/18/15 11:29:41 AM,19.888,64.312,,,
1108,10/18/15 11:59:41 AM,20.793,59.571,,,
1109,10/18/15 12:29:41 PM,22.178,53.201,,,
1110,10/18/15 12:59:41 PM,22.753,51.587,,,
1111,10/18/15 01:29:41 PM,23.136,53.336,,,
1112,10/18/15 01:59:41 PM,22.082,55.864,,,
1113,10/18/15 02:29:41 PM,22.011,55.854,,,
1114,10/18/15 02:59:41 PM,21.485,57.781,,,
1115,10/18/15 03:29:41 PM,20.293,59.857,,,
1116,10/18/15 03:59:41 PM,20.412,61.392,,,
1117,10/18/15 04:29:41 PM,19.294,66.498,,,
1118,10/18/15 04:59:41 PM,18.200,71.391,,,
1119,10/18/15 05:29:41 PM,17.463,73.437,,,
1120,10/18/15 05:59:41 PM,16.010,77.619,,,
1121,10/18/15 06:29:41 PM,15.055,81.274,,,
1122,10/18/15 06:59:41 PM,14.218,83.546,,,
1123,10/18/15 07:29:41 PM,13.449,85.663,,,
1124,10/18/15 07:59:41 PM,12.920,87.538,,,
1125,10/18/15 08:29:41 PM,12.437,88.796,,,
1126,10/18/15 08:59:41 PM,12.122,89.926,,,
1127,10/18/15 09:29:41 PM,11.929,90.660,,,
1128,10/18/15 09:59:41 PM,11.613,91.542,,,
1129,10/18/15 10:29:41 PM,11.224,91.728,,,
1130,10/18/15 10:59:41 PM,10.858,92.665,,,
1131,10/18/15 11:29:41 PM,10.663,93.281,,,
1132,10/18/15 11:59:41 PM,10.296,93.160,,,
1133,10/19/15 12:29:41 AM,10.100,93.747,,,
1134,10/19/15 12:59:41 AM,9.854,94.038,,,
1135,10/19/15 01:29:41 AM,9.657,93.936,,,
1136,10/19/15 01:59:41 AM,9.460,94.036,,,
1137,10/19/15 02:29:41 AM,9.213,94.275,,,
1138,10/19/15 02:59:41 AM,9.188,95.076,,,
1139,10/19/15 03:29:41 AM,9.064,94.615,,,
1140,10/19/15 03:59:41 AM,8.965,94.765,,,
1141,10/19/15 04:29:41 AM,8.891,96.227,,,
1142,10/19/15 04:59:41 AM,8.717,95.001,,,
1143,10/19/15 05:29:41 AM,8.916,96.508,,,
1144,10/19/15 05:59:41 AM,9.015,94.425,,,
1145,10/19/15 06:29:41 AM,8.941,96.465,,,
1146,10/19/15 06:59:41 AM,9.485,94.676,,,
1147,10/19/15 07:29:41 AM,8.717,95.303,,,
1148,10/19/15 07:59:41 AM,8.891,96.001,,,
1149,10/19/15 08:29:41 AM,13.016,94.459,,,
1150,10/19/15 08:59:41 AM,14.697,87.484,,,
1151,10/19/15 09:29:41 AM,15.557,83.878,,,
1152,10/19/15 09:59:41 AM,16.368,81.563,,,
1153,10/19/15 10:29:41 AM,17.938,71.485,,,
1154,10/19/15 10:59:41 AM,19.151,67.035,,,
1155,10/19/15 11:29:41 AM,20.436,60.942,,,
1156,10/19/15 11:59:41 AM,20.793,59.083,,,
1157,10/19/15 12:29:41 PM,21.485,55.591,,,
1158,10/19/15 12:59:41 PM,22.513,49.249,,,
1159,10/19/15 01:29:41 PM,23.304,45.485,,,
1160,10/19/15 01:59:41 PM,23.641,44.365,,,
1161,10/19/15 02:29:41 PM,24.122,45.036,,,
1162,10/19/15 02:59:41 PM,22.944,48.128,,,
1163,10/19/15 03:29:41 PM,22.393,50.876,,,
1164,10/19/15 03:59:41 PM,22.393,52.480,,,
1165,10/19/15 04:29:41 PM,22.034,54.242,,,
1166,10/19/15 04:59:41 PM,21.581,56.316,,,
1167,10/19/15 05:29:41 PM,20.531,59.255,,,
1168,10/19/15 05:59:41 PM,19.746,62.218,,,
1169,10/19/15 06:29:41 PM,19.508,63.888,,,
1170,10/19/15 06:59:41 PM,18.747,66.047,,,
1171,10/19/15 07:29:41 PM,17.415,70.199,,,
1172,10/19/15 07:59:41 PM,16.654,72.762,,,
1173,10/19/15 08:29:41 PM,15.700,75.671,,,
1174,10/19/15 08:59:41 PM,15.223,78.459,,,
1175,10/19/15 09:29:41 PM,15.366,79.463,,,
1176,10/19/15 09:59:41 PM,15.270,80.439,,,
1177,10/19/15 10:29:41 PM,15.055,82.399,,,
1178,10/19/15 10:59:41 PM,15.270,82.748,,,
1179,10/19/15 11:29:41 PM,14.481,84.907,,,
1180,10/19/15 11:59:41 PM,14.122,86.652,,,
1181,10/20/15 12:29:41 AM,13.401,87.680,,,
1182,10/20/15 12:59:41 AM,12.968,88.978,,,
1183,10/20/15 01:29:41 AM,12.920,90.202,,,
1184,10/20/15 01:59:41 AM,12.896,90.798,,,
1185,10/20/15 02:29:41 AM,13.161,90.603,,,
1186,10/20/15 02:59:41 AM,12.944,91.176,,,
1187,10/20/15 03:29:41 AM,12.920,92.160,,,
1188,10/20/15 03:59:41 AM,13.209,91.086,,,
1189,10/20/15 04:29:41 AM,12.823,91.302,,,
1190,10/20/15 04:59:41 AM,12.799,91.895,,,
1191,10/20/15 05:29:41 AM,12.896,91.503,,,
1192,10/20/15 05:59:41 AM,12.654,90.790,,,
1193,10/20/15 06:29:41 AM,12.340,91.623,,,
1194,10/20/15 06:59:41 AM,12.727,91.382,,,
1195,10/20/15 07:29:41 AM,13.161,89.342,,,
1196,10/20/15 07:59:41 AM,14.074,84.461,,,
1197,10/20/15 08:29:41 AM,15.485,79.322,,,
1198,10/20/15 08:59:41 AM,18.794,57.156,,,
1199,10/20/15 09:29:41 AM,20.817,46.460,,,
1200,10/20/15 09:59:41 AM,21.413,45.449,,,
1201,10/20/15 10:29:41 AM,22.369,40.395,,,
1202,10/20/15 10:59:41 AM,23.617,36.522,,,
1203,10/20/15 11:29:41 AM,24.798,32.369,,,
1204,10/20/15 11:59:41 AM,25.574,29.535,,,
1205,10/20/15 12:29:41 PM,26.182,27.132,,,
1206,10/20/15 12:59:41 PM,27.014,25.135,,,
1207,10/20/15 01:29:41 PM,27.554,22.683,,,
1208,10/20/15 01:59:41 PM,27.358,24.366,,,
1209,10/20/15 02:29:41 PM,27.653,23.418,,,
1210,10/20/15 02:59:41 PM,27.751,23.978,,,
1211,10/20/15 03:29:41 PM,27.186,24.320,,,
1212,10/20/15 03:59:41 PM,26.549,27.023,,,
1213,10/20/15 04:29:41 PM,25.768,27.578,,,
1214,10/20/15 04:59:41 PM,24.508,29.651,,,
1215,10/20/15 05:29:41 PM,22.226,33.141,,,
1216,10/20/15 05:59:41 PM,20.293,34.781,,,
1217,10/20/15 06:29:41 PM,18.937,37.300,,,
1218,10/20/15 06:59:41 PM,18.129,38.320,,,
1219,10/20/15 07:29:41 PM,17.748,38.086,,,
1220,10/20/15 07:59:41 PM,17.439,38.410,,,
1221,10/20/15 08:29:41 PM,17.106,40.403,,,
1222,10/20/15 08:59:41 PM,16.773,41.039,,,
1223,10/20/15 09:29:41 PM,16.844,42.420,,,
1224,10/20/15 09:59:41 PM,17.082,43.020,,,
1225,10/20/15 10:29:41 PM,16.654,46.416,,,
1226,10/20/15 10:59:41 PM,16.225,48.210,,,
1227,10/20/15 11:29:41 PM,17.249,46.459,,,
1228,10/20/15 11:59:41 PM,17.891,45.592,,,
1229,10/21/15 12:29:41 AM,17.629,46.160,,,
1230,10/21/15 12:59:41 AM,16.511,49.121,,,
1231,10/21/15 01:29:41 AM,16.177,51.680,,,
1232,10/21/15 01:59:41 AM,18.010,45.923,,,
1233,10/21/15 02:29:41 AM,17.677,47.331,,,
1234,10/21/15 02:59:41 AM,16.296,49.466,,,
1235,10/21/15 03:29:41 AM,15.867,51.452,,,
1236,10/21/15 03:59:41 AM,16.129,50.684,,,
1237,10/21/15 04:29:41 AM,15.843,52.250,,,
1238,10/21/15 04:59:41 AM,14.649,55.436,,,
1239,10/21/15 05:29:41 AM,13.834,57.004,,,
1240,10/21/15 05:59:41 AM,13.522,57.916,,,
1241,10/21/15 06:29:41 AM,13.449,58.054,,,
1242,10/21/15 06:59:41 AM,14.218,58.654,,,
1243,10/21/15 07:29:41 AM,14.601,59.821,,,
1244,10/21/15 07:59:41 AM,15.270,58.340,,,
1245,10/21/15 08:29:41 AM,16.796,52.876,,,
1246,10/21/15 08:59:41 AM,18.129,47.672,,,
1247,10/21/15 09:29:41 AM,19.603,44.241,,,
1248,10/21/15 09:59:41 AM,21.461,39.972,,,
1249,10/21/15 10:29:41 AM,22.753,37.589,,,
1250,10/21/15 10:59:41 AM,24.992,28.267,,,
1251,10/21/15 11:29:41 AM,26.207,27.680,,,
1252,10/21/15 11:59:41 AM,26.769,28.338,,,
1253,10/21/15 12:29:41 PM,27.801,24.570,,,
1254,10/21/15 12:59:41 PM,28.493,21.525,,,
1255,10/21/15 01:29:41 PM,28.916,22.249,,,
1256,10/21/15 01:59:41 PM,28.916,21.656,,,
1257,10/21/15 02:29:41 PM,28.941,25.341,,,
1258,10/21/15 02:59:41 PM,28.023,25.793,,,
1259,10/21/15 03:29:41 PM,27.014,26.613,,,
1260,10/21/15 03:59:41 PM,26.353,27.145,,,
1261,10/21/15 04:29:41 PM,25.234,28.829,,,
1262,10/21/15 04:59:41 PM,23.040,34.412,,,
1263,10/21/15 05:29:41 PM,20.889,38.999,,,
1264,10/21/15 05:59:41 PM,19.127,45.362,,,
1265,10/21/15 06:29:41 PM,17.962,50.374,,,
1266,10/21/15 06:59:41 PM,17.249,52.663,,,
1267,10/21/15 07:29:41 PM,16.225,54.206,,,
1268,10/21/15 07:59:41 PM,15.366,55.179,,,
1269,10/21/15 08:29:41 PM,14.792,55.397,,,
1270,10/21/15 08:59:41 PM,14.314,56.505,,,
1271,10/21/15 09:29:41 PM,14.266,57.612,,,
1272,10/21/15 09:59:41 PM,14.242,58.718,,,
1273,10/21/15 10:29:41 PM,13.690,60.952,,,
1274,10/21/15 10:59:41 PM,13.112,63.801,,,
1275,10/21/15 11:29:41 PM,12.678,65.562,,,
1276,10/21/15 11:59:41 PM,12.340,67.150,,,
1277,10/22/15 12:29:41 AM,11.953,68.229,,,
1278,10/22/15 12:59:41 AM,11.200,70.283,,,
1279,10/22/15 01:29:41 AM,10.858,71.800,,,
1280,10/22/15 01:59:41 AM,10.614,73.239,,,
1281,10/22/15 02:29:41 AM,10.687,74.091,,,
1282,10/22/15 02:59:41 AM,10.345,74.967,,,
1283,10/22/15 03:29:41 AM,9.657,76.647,,,
1284,10/22/15 03:59:41 AM,9.312,77.888,,,
1285,10/22/15 04:29:41 AM,9.336,79.553,,,
1286,10/22/15 04:59:41 AM,9.089,79.905,,,
1287,10/22/15 05:29:41 AM,8.965,81.063,,,
1288,10/22/15 05:59:41 AM,8.394,81.953,,,
1289,10/22/15 06:29:41 AM,8.220,82.367,,,
1290,10/22/15 06:59:41 AM,8.519,83.341,,,
1291,10/22/15 07:29:41 AM,8.543,82.494,,,
1292,10/22/15 07:59:41 AM,8.568,83.485,,,
1293,10/22/15 08:29:41 AM,9.485,82.174,,,
1294,10/22/15 08:59:41 AM,12.582,75.677,,,
1295,10/22/15 09:29:41 AM,15.223,66.188,,,
1296,10/22/15 09:59:41 AM,17.582,59.849,,,
1297,10/22/15 10:29:41 AM,20.388,52.296,,,
1298,10/22/15 10:59:41 AM,22.393,47.899,,,
1299,10/22/15 11:29:41 AM,22.800,45.713,,,
1300,10/22/15 11:59:41 AM,24.171,42.222,,,
1301,10/22/15 12:29:41 PM,25.501,37.603,,,
1302,10/22/15 12:59:41 PM,26.256,35.315,,,
1303,10/22/15 01:29:41 PM,26.158,35.306,,,
1304,10/22/15 01:59:41 PM,26.622,35.149,,,
1305,10/22/15 02:29:41 PM,26.475,38.464,,,
1306,10/22/15 02:59:41 PM,26.158,39.423,,,
1307,10/22/15 03:29:41 PM,25.890,38.470,,,
1308,10/22/15 03:59:41 PM,25.525,39.751,,,
1309,10/22/15 04:29:41 PM,24.195,43.783,,,
1310,10/22/15 04:59:41 PM,22.441,48.636,,,
1311,10/22/15 05:29:41 PM,20.388,53.447,,,
1312,10/22/15 05:59:41 PM,18.747,56.599,,,
1313,10/22/15 06:29:41 PM,17.701,58.932,,,
1314,10/22/15 06:59:41 PM,16.915,61.123,,,
1315,10/22/15 07:29:41 PM,16.225,62.441,,,
1316,10/22/15 07:59:41 PM,15.748,64.461,,,
1317,10/22/15 08:29:41 PM,15.199,65.775,,,
1318,10/22/15 08:59:41 PM,14.649,66.873,,,
1319,10/22/15 09:29:41 PM,14.266,68.079,,,
1320,10/22/15 09:59:41 PM,13.786,70.206,,,
1321,10/22/15 10:29:41 PM,13.281,72.189,,,
1322,10/22/15 10:59:41 PM,12.896,73.695,,,
1323,10/22/15 11:29:41 PM,12.558,75.114,,,
1324,10/22/15 11:59:41 PM,12.461,76.626,,,
1325,10/23/15 12:29:41 AM,11.662,78.529,,,
1326,10/23/15 12:59:41 AM,11.686,78.809,,,
1327,10/23/15 01:29:41 AM,11.053,80.201,,,
1328,10/23/15 01:59:41 AM,11.127,79.863,,,
1329,10/23/15 02:29:41 AM,10.785,80.332,,,
1330,10/23/15 02:59:41 AM,10.369,80.999,,,
1331,10/23/15 03:29:41 AM,11.224,77.555,,,
1332,10/23/15 03:59:41 AM,10.638,79.157,,,
1333,10/23/15 04:29:41 AM,10.173,80.198,,,
1334,10/23/15 04:59:41 AM,10.516,77.982,,,
1335,10/23/15 05:29:41 AM,10.173,78.892,,,
1336,10/23/15 05:59:41 AM,10.271,78.668,,,
1337,10/23/15 06:29:41 AM,10.149,78.860,,,
1338,10/23/15 06:59:41 AM,10.001,79.508,,,
1339,10/23/15 07:29:41 AM,10.075,79.796,,,
1340,10/23/15 07:59:41 AM,11.492,76.147,,,
1341,10/23/15 08:29:41 AM,12.268,75.138,,,
1342,10/23/15 08:59:41 AM,14.290,70.731,,,
1343,10/23/15 09:29:41 AM,16.177,66.885,,,
1344,10/23/15 09:59:41 AM,19.056,56.462,,,
1345,10/23/15 10:29:41 AM,20.627,52.422,,,
1346,10/23/15 10:59:41 AM,21.461,48.383,,,
1347,10/23/15 11:29:41 AM,22.561,44.882,,,
1348,10/23/15 11:59:41 AM,23.521,42.084,,,
1349,10/23/15 12:29:41 PM,24.050,43.378,,,
1350,10/23/15 12:59:41 PM,23.881,40.363,,,
1351,10/23/15 01:29:41 PM,24.436,36.337,,,
1352,10/23/15 01:59:41 PM,24.412,34.574,,,
1353,10/23/15 02:29:41 PM,24.339,34.067,,,
1354,10/23/15 02:59:41 PM,24.026,36.496,,,
1355,10/23/15 03:29:41 PM,23.761,38.514,,,
1356,10/23/15 03:59:41 PM,23.352,42.065,,,
1357,10/23/15 04:29:41 PM,22.944,44.348,,,
1358,10/23/15 04:59:41 PM,21.318,48.428,,,
1359,10/23/15 05:29:41 PM,20.031,52.215,,,
1360,10/23/15 05:59:41 PM,18.533,55.617,,,
1361,10/23/15 06:29:41 PM,16.892,59.317,,,
1362,10/23/15 06:59:41 PM,15.867,63.063,,,
1363,10/23/15 07:29:41 PM,15.223,64.253,,,
1364,10/23/15 07:59:41 PM,14.481,61.409,,,
1365,10/23/15 08:29:41 PM,13.906,59.620,,,
1366,10/23/15 08:59:41 PM,13.642,59.220,,,
1367,10/23/15 09:29:41 PM,13.305,60.563,,,
1368,10/23/15 09:59:41 PM,12.727,63.734,,,
1369,10/23/15 10:29:41 PM,12.122,67.571,,,
1370,10/23/15 10:59:41 PM,11.953,68.430,,,
1371,10/23/15 11:29:41 PM,11.783,69.512,,,
1372,10/23/15 11:59:41 PM,11.394,71.227,,,
1373,10/24/15 12:29:41 AM,11.175,73.407,,,
1374,10/24/15 12:59:41 AM,10.736,75.270,,,
1375,10/24/15 01:29:41 AM,10.443,77.829,,,
1376,10/24/15 01:59:41 AM,10.394,82.299,,,
1377,10/24/15 02:29:41 AM,9.829,81.365,,,
1378,10/24/15 02:59:41 AM,10.124,82.587,,,
1379,10/24/15 03:29:41 AM,10.247,81.782,,,
1380,10/24/15 03:59:41 AM,10.980,80.946,,,
1381,10/24/15 04:29:41 AM,10.394,82.138,,,
1382,10/24/15 04:59:41 AM,10.810,81.557,,,
1383,10/24/15 05:29:41 AM,10.590,82.398,,,
1384,10/24/15 05:59:41 AM,10.369,82.348,,,
1385,10/24/15 06:29:41 AM,10.369,83.019,,,
1386,10/24/15 06:59:41 AM,10.980,81.352,,,
1387,10/24/15 07:29:41 AM,10.932,80.962,,,
1388,10/24/15 07:59:41 AM,11.273,81.065,,,
1389,10/24/15 08:29:41 AM,12.025,79.978,,,
1390,10/24/15 08:59:41 AM,13.810,71.553,,,
1391,10/24/15 09:29:41 AM,15.390,69.212,,,
1392,10/24/15 09:59:41 AM,18.461,55.607,,,
1393,10/24/15 10:29:41 AM,20.627,46.628,,,
1394,10/24/15 10:59:41 AM,21.843,45.373,,,
1395,10/24/15 11:29:41 AM,22.489,46.444,,,
1396,10/24/15 11:59:41 AM,23.304,43.097,,,
1397,10/24/15 12:29:41 PM,24.291,38.733,,,
1398,10/24/15 12:59:41 PM,25.307,35.425,,,
1399,10/24/15 01:29:41 PM,25.065,35.135,,,
1400,10/24/15 01:59:41 PM,25.331,31.407,,,
1401,10/24/15 02:29:41 PM,25.355,31.678,,,
1402,10/24/15 02:59:41 PM,25.016,33.929,,,
1403,10/24/15 03:29:41 PM,24.484,32.542,,,
1404,10/24/15 03:59:41 PM,23.617,35.230,,,
1405,10/24/15 04:29:41 PM,22.776,37.821,,,
1406,10/24/15 04:59:41 PM,21.175,39.290,,,
1407,10/24/15 05:29:41 PM,18.509,44.366,,,
1408,10/24/15 05:59:41 PM,16.415,45.348,,,
1409,10/24/15 06:29:41 PM,15.509,46.931,,,
1410,10/24/15 06:59:41 PM,15.055,47.061,,,
1411,10/24/15 07:29:41 PM,14.505,46.741,,,
1412,10/24/15 07:59:41 PM,13.738,45.458,,,
1413,10/24/15 08:29:41 PM,13.088,44.940,,,
1414,10/24/15 08:59:41 PM,12.534,42.774,,,
1415,10/24/15 09:29:41 PM,12.025,41.929,,,
1416,10/24/15 09:59:41 PM,11.662,39.393,,,
1417,10/24/15 10:29:41 PM,11.346,40.812,,,
1418,10/24/15 10:59:41 PM,10.858,42.265,,,
1419,10/24/15 11:29:41 PM,10.467,45.457,,,
1420,10/24/15 11:59:41 PM,10.149,47.575,,,
1421,10/25/15 12:29:41 AM,9.731,49.112,,,
1422,10/25/15 12:59:41 AM,9.706,50.509,,,
1423,10/25/15 01:29:41 AM,9.509,54.968,,,
1424,10/25/15 01:59:41 AM,9.657,54.781,,,
1425,10/25/15 02:29:41 AM,9.213,57.834,,,
1426,10/25/15 02:59:41 AM,9.386,60.069,,,
1427,10/25/15 03:29:41 AM,9.312,62.479,,,
1428,10/25/15 03:59:41 AM,9.509,65.546,,,
1429,10/25/15 04:29:41 AM,9.534,67.553,,,
1430,10/25/15 04:59:41 AM,9.805,68.940,,,
1431,10/25/15 05:29:41 AM,8.817,69.856,,,
1432,10/25/15 05:59:41 AM,8.643,71.758,,,
1433,10/25/15 06:29:41 AM,8.767,74.947,,,
1434,10/25/15 06:59:41 AM,8.965,74.850,,,
1435,10/25/15 07:29:41 AM,9.040,74.534,,,
1436,10/25/15 07:59:41 AM,9.952,74.082,,,
1437,10/25/15 08:29:41 AM,10.956,72.354,,,
1438,10/25/15 08:59:41 AM,12.847,65.969,,,
1439,10/25/15 09:29:41 AM,16.463,68.075,,,
1440,10/25/15 09:59:41 AM,17.796,68.902,,,
1441,10/25/15 10:29:41 AM,18.105,71.604,,,
1442,10/25/15 10:59:41 AM,19.318,65.999,,,
1443,10/25/15 11:29:41 AM,20.436,62.633,,,
1444,10/25/15 11:59:41 AM,21.485,59.954,,,
1445,10/25/15 12:29:41 PM,22.178,57.301,,,
1446,10/25/15 12:59:41 PM,22.944,55.183,,,
1447,10/25/15 01:29:41 PM,23.352,52.959,,,
1448,10/25/15 01:59:41 PM,23.641,51.455,,,
1449,10/25/15 02:29:41 PM,24.026,49.827,,,
1450,10/25/15 02:59:41 PM,23.737,48.740,,,
1451,10/25/15 03:29:41 PM,23.328,49.736,,,
1452,10/25/15 03:59:41 PM,22.944,52.619,,,
1453,10/25/15 04:29:41 PM,22.082,56.081,,,
1454,10/25/15 04:59:41 PM,20.913,60.016,,,
1455,10/25/15 05:29:41 PM,18.675,66.684,,,
1456,10/25/15 05:59:41 PM,16.987,72.340,,,
1457,10/25/15 06:29:41 PM,15.796,76.170,,,
1458,10/25/15 06:59:41 PM,14.792,79.395,,,
1459,10/25/15 07:29:41 PM,14.170,81.736,,,
