Plot ID,1348,,Sampler(s),"MK,DK,MO,AK",,,,,Date ,20180807,,,,,,,,
C4,TR,3219,,,QUEGAR,,1,1,1,3,,,,22.3,-,,,
C4,SA,3222,,,AMOCAL,0,1,,,,,1.21,,,67,12,,
C4,SA,6189,380,305,AMOCAL,1,0,,,,71.4,0.37,,,,,,
C4,SA,3175,,,AMOCAL,0,1,,,,,1.51,2,,83,7,,"OG DEAD, TAG REPALCED"
C4,SA,3177,,,AMOCAL,0,1,,,,,1.21,-,,69.2,6,,OGDEAD
C4,SA,3196,,,AMOCAL,0,1,,,,,1.5,-,,57.4,3,,
C4,SA,6190,180,480,AMOCAL,0,1,,,,,1.45,1,,56.4,5,,
C4,SA,6191,55,400,AMOCAL,1,0,,,,76.7,0.5,4,,,,,
C4,SA,6192,15,360,AMOCAL,1,0,,,,74,0.48,10,,,,,
C4,SA,6193,152,120,AMOCAL,0,1,,,,,0.35,5,,55.6,1,,
,,,,,,,,,,,,,,,,,,
A4,TS,3124.2,,,AMOCAL,0,1,,,,,1.23,-,,92.7,10,,OG DEAD
A4,SA,3126,,,AMOCAL,0,1,,,,,1.21,-,,128.5,14,,OG DEAD
A4,SA,3083,,,AMOCAL,0,1,,,,,1.37,-,,78.2,2,,OG DEAD
A4,SA,3129,,,AMOCAL,0,1,,,,,,,,63.2,8,,BD UNAVAIL
A4,SA,3125,,,UMBCAL,0,-,,,,,1.04,-,,,,,OG DEAD
A4,SA,3127,,,AMOCAL,0,1,,,,,,,,69.7,6,,BD UNAVAIL
A4,SA,3081,,,AMOCAL,0,1,,,,,1.36,-,,45,6,,OG DEAD
A4,SA,3080,,,AMOCAL,0,-,,,,,,,,,,,"OG DEAD, BD UNAVAIL"
A4,SA,3079,,,AMOCAL,0,1,,,,,,,,95.2,4,,"OG DEAD, BD UNAVAIL"
A4,SA,3120,,,AMOCAL,0,1,,,,,1.4,,,75.4,4,,"OG DEAD, BD UNAVAIL"
A4,SA,3121,,,AMOCAL,0,1,,,,,,,,7.9,7,,BD UNAVAIL
A4,SA,3119,,,AMOCAL,0,1,,,,,,,,69.1,4,,BD UNAVAIL
A4,SA,3122,,,AMOCAL,0,1,,,,,0.84,,,81.2,5,,OG DEAD
A4,SA,3082,,,AMOCAL,0,1,,,,,1.16,,,99.4,5,,OG DEAD
A4,,6179,360,305,AMOCAL,1,-,,,,65.6,0.36,2,,,,,NEW SA
B4,TR,3087,,,PSEMEN,1,0,0,1,1,,,,6.7,,,,
B4,TR,3135,,,QUEGAR,1,0,1,1,2,,,,11.8,,,,QUEGAR NOT QUEAGRI
B4,TR,3136,,,QUEGAR,1,0,1,1,3,,,,16.4,,,,QUEGAR NOT QUEAGRI
B4,TR,3137,,,QUEGAR,1,0,0,1,3,,,,16.2,,,,QUEGAR NOT QUEAGRI
B4,SA,3133,,,AMOCAL,0,0,,,,,,,,,,YES,GONE
B4,TR,332,,,QUEGAR,1,1,1,1,2,,,,15.1,,0,,
B4,SA,6180,416,395,AMOCAL,1,,,,,64.9,0.36,3,,,,,
B4,SA,3130,,,AMOCAL,0,1,,,,,1.06,-,,70.3,5,,OG DEAD
B4,SA,3131,,,AMOCAL,0,1,,,,,,,,85.4,7,,"OG DEAD, BD UNAVAIL"
B4,SA,6181,96,441,AMOCAL,0,1,,,,,,,,102.3,2,,"OG DEAD, BD UNAVAIL"
B4,,3085,,,AMOCAL,0,-,,,,,,,,,,YES,GONE
B4,,3086,,,AMOCAL,0,1,,,,,1.17,,,55.2,3,,OG DEAD
B4,,3088,,,AMOCAL,0,1,,,,,-,,,24.2,-,,OG DEAD
,,,,,,,,,,,,,,,,,,
C4,SA,6194,187,70,AMOCAL,0,1,,,,,0.79,,,46.7,13,,OG DEAD
C4,SA,6195,1,220,AMOCAL,1,0,,,,84.9,0.44,1,,,,,
D3,SA,3180,-,-,PSEMEN,1,0,,,,67.7,1.18,0,,,,,
D3,SA,3181,-,-,PSEMEN,0,0,,,,,0.59,0,,,,YES,
D3,TR,3232,-,-,QUEGAR,1,1,0,1,3,,,,18.6,,0,,
D3,SA,3245,-,-,PSEMEN,0,0,,,,,1.41,0,,,,YES,
D3,TR,3234,-,-,QUEGAR,1,0,0,1,3,,,,20.1,,,,
D3,TR,3233,-,-,QUEGAR,1,0,1,1,3,,,,16.5,,,,
D3,TR,3185,-,-,PSEMEN,1,0,0,1,2,,1.98,,1.05,,,,
D3,TR,3246,-,-,PSEMEN,1,0,0,1,2,,2.5,0,1.3,,,,
D3,SA,3244,-,-,UMBCAL,1,0,,,,73.3,0.84,0,,,,,
D3,SA,3243,-,-,UMBCAL,0,0,,,,,1.74,,,,,,
D3,SA,3242,-,-,UMBCAL,1,0,,,,66.4,0.97,,,,,,
D3,TR,3237,-,-,UMBCAL,0,1,,,,,3.43,,1.3,71.3,6,,
D3,TR,3237.1,-,-,UMBCAL,0,0,,,,,,,1.4,,,,
D3,TR,3235,-,-,QUEGAR,0,1,0,1,3,,,,13.8,,,,OG DEAD
D3,SA,3236,-,-,AMOCAL,0,0,,,,,0.94,,,71.5,5,,OG DEAD
D3,SA,3238,-,-,AMOCAL,0,0,,,,,1.05,0,,,0,,OG DEAD
D3,SA,3240,-,-,AMOCAL,0,1,,,,,1.56,1,,105.3,21,,OG DEAD
D3,SA,3239,-,-,AMOCAL,0,1,,,,,0.72,1,,106.1,14,,OG DEAD
D3,SA,3241,-,-,AMOCAL,0,1,,,,,1.17,1,,97.4,7,,OG DEAD
D3,SA,3231,-,-,PSEMEN,0,0,,,,,1.15,,,,,,
D3,SA,3184,-,-,PSEMEN,0,0,,,,,0.8,,,,,,
D2,SA,9999.1,-,-,PSEMEN,0,0,,,,,1.1,,,,,,
D2,SA,6196,250,495,UMBCAL,1,0,,,,71.1,0.69,0,,,,,
D2,SA,6197,350,499,UMBCAL,1,0,,,,79.2,0.68,0,,,,,
D2,SA,6198,465,445,UMBCAL,1,0,,,,51.8,0.56,0,,,,,
,,,,,,,,,,,,,,,,,,
B4,SA,3134,,,AMOCAL,0,1,,,,,1.11,,,71.7,6,,
B4,SA,3139,,,AMOCAL,0,0,,,,,,,,,,,
B4,SA,6182,189,258,AMOCAL,0,1,,,,,,,,69,1,,OG DEAD
B4,SA,6183,141,11,CAMOCAL,0,1,,,,,1.28,,,51.1,1,,"GONE, NOT FOUND"
B3,SA,3138,,,CAMOCAL,0,1,,,,,,,,50.3,1,,"OG DEAD, NO BD"
B3,SA,3089,,,AMOCAL,0,1,,,,,,,,50.9,2,,OG DEAD
B3,TR,3144,,,QUEGAR,1,0,1,1,4,,,,16.4,,,,OG DEAD
B3,TR,3144.1,,,QUEGAR,1,0,1,1,4,,,,19.5,,,,
B3,TR,3138,,,QUEGAR,1,0,1,1,3,,,,15.3,,,,
B3,SA,6184,391,477,AMOCAL,1,,,,,90,0.48,3,,,,,
B3,SA,6185,485,422,AMOCAL,0,1,,,,,0.77,0,,71.6,2,,OG DEAD
B3,SA,3134,,,AMOCAL,0,0,,,,,,,,,,YES,GONE
B3,SA,6186,425,148,AMOCAL,0,1,,,,,1.04,,,58.1,3,,OG DEAD
B3,SA,3145,,,AMOCAL,0,1,,,,,0.71,,,65.9,6,,OG DEAD
B3,SA,6187,172,285,AMOCAL,0,1,,,,,1.02,,,178.3,6,,OG DEAD
B3,SA,3140,,,AMOCAL,0,1,,,,,1.43,,,74.1,5,,OG DEAD
B3,SA,3146,,,AMOCAL,0,1,,,,,,,,51.3,1,,OG DEAD
B3,TR,3078,,,PSEMEN,1,0,1,1,2,,,,13.4,,,,
B3,SA,3182,,,AMOCAL,0,1,,,,,,,,64.5,4,,OG DEAD
B3,SA,3142,,,AMOCAL,0,1,,,,,1.22,,,83.2,6,,OG DEAD
B3,SA,6002,315,48,AMOCAL,0,1,,,,,0.88,,,46.9,0,,OGDEAD
B2,TR,3150,,,PSEMEN,1,0,0,1,2,,,,45.3,,,,
B2,TR,3090,,,QUEGAR,1,0,1,1,3,,,,16.5,,,,
B2,TR,3090.1,,,QUEGAR,0,0,0,0,0,,,,,,,,GONE
B2,TR,3090.2,,,QUEGAR,1,0,1,1,3,,,,16.2,,,,
B2,TR,3090.3,,,QUEGAR,0,0,0,0,0,,,,13.7,,,,
B2,TR,3090.4,,,QUEGAR,1,0,1,1,2,,,,17,,,,
B2,SA,3141,,,AMOCAL,0,1,,,,,,,,61.8,3,,OG DEAD
,,,,,,,,,,,,,,,,,,
D2,SA,3247,,,UMBCAL,1,0,,,,88.6,0.9,0,,,,,
D2,SA,3208,,,PSEMEN,0,0,,,,,,,,,,,
D2,TR,3252,,,HETARB,1,0,,,,,,,5.2,,,,
D2,TR,3252.1,,,HETARB,1,1,,,,,,,1.57,91.8,3,,
D2,TR,3252.2,,,HETARB,0,0,,,,,,,,,,YES,DEAD/GONE
D2,TR,3252.3,,,HETARB,0,0,,,,,,,,,,YES,DEAD/GONE
D2,TR,3252.4,,,HETARB,0,1,,,,,,,1.73,96.8,8,,
D2,TS,3242.5,,,HETARB,0,0,,,,,0.83,,,,,,
D2,TR,3253,,,QUEGAR,1,0,0,1,3,,,,17.5,,,,
D2,TR,3254,,,QUEGAR,1,0,1,1,2,,,,18.1,,,,
D2,TR,3188,,,QUEGAR,1,1,1,1,5,,,,24.5,,0,,
D2,TR,3190,,,PSEMEN,1,0,0,1,3,,,,10.2,,,,
D2,SA,3248,,,UMBCAL,1,0,,,,6.9,1.54,0,,,,,
D2,TR,3186,,,HETARB,1,1,0,1,3,,,,3.6,,0,,
D2,TR,3186.1,,,HETARB,1,1,0,1,4,,,,4.8,,0,,
D2,TR,3196.2,,,HETARB,1,0,0,1,2,,,,1.25,,,,
D2,TR,3251,,,AMOCAL,0,,,,,,,,,,,YES,GONE
D2,SA,3250,,,AMOCAL,0,1,,,,,1.63,,,139.2,9,,OG DEAD
D2,TR,3189,,,AMOCAL,0,1,,,,,2.15,,0.94,82.3,2,,
D2,TS,3189.1,,,AMOCAL,0,1,,,,79.6,0.7,,,,,,
D2,SA,3249,,,AMOCAL,0,1,,,,,1.38,1,,69.4,2,,OG DEAD
D1,TR,3256,,,QUEKEL,0,0,,,0,,,,8.1,,,,ON GROUND
D1,TR,3255,,,PSEMEN,1,0,1,1,3,,,,7.8,,,,
D1,TR,3260,,,PSEMEN,0,0,0,0,0,,,,5.4,,,,
D1,TR,3259,,,PSEMEN,1,0,0,1,4,,,,1.6,,,,
D1,TR,3261,,,PSEMEN,1,0,1,1,3,,,,6.8,,,,
D1,SA,3257,,,AMOCAL,0,1,,,,,,,,98.8,5,,OG DEAD/ GONE
D1,TR,3190,,,PSEMEN,1,0,0,1,3,,,,10.7,,,,
,,,,,,,,,,,,,,,,,,
B2,SA,3147,,,AMOCAL,0,1,,,,,,,,88,7,,OG DEAD
B2,SA,3148,,,AMOCAL,0,1,,,,,1.44,,,68.2,7,,OG DEAD
B2,SA,6001,361,194,AMOCAL,0,1,,,,,,,,61.8,2,,OG DEAD
B1,TR,3152,,,HETARB,0,1,0,0,0,,,,7.02,107.1,24,,OG DEAD
B1,TR,3152.1,,,HETARB,0,0,0,0,0,,,,3.65,,,,
B1,TR,3152.2,,,HETARB,0,0,0,0,0,,,,2.41,,,,
B1,TR,3152.3,,,HETARB,0,0,0,0,0,,,,1.3,,,,
B1,TR,3152.4,,,HETARB,0,0,0,0,0,,,,2.77,,,,
B1,TR,3152.5,,,HETARB,0,0,0,0,0,,,,,,,,GONE
B1,TS,3152.6,,,HETARB,0,0,,,,,,,,,,,GONE
B1,TR,3154,,,QUEGAR,1,1,1,1,3,,,,13.6,,,,
B1,TR,3156,,,QUEGAR,1,1,1,1,4,,,,16.3,,,,
B1,TR,3155,,,QUEGAR,1,1,1,1,4,,,,16.8,,,,
B1,SA,3092,,,HETARB,0,1,,,,,,,,60,4,,OG DEAD
B1,TR,3091,,,PSEMEN,0,0,0,0,0,,,,1.55,,,,
B1,SA,3149,,,AMOCAL,0,1,,,,,0.64,2,,59.7,6,,OG DEAD
B1,SA,6003,390,432,AMOCAL,0,1,,,,,0.82,0,,74,3,,OG DEAD
B2,SA,6004,326,88,AMOCAL,0,1,,,,,,,,73.2,2,,OG DEAD
B2,SA,6005,231,75,AMOCAL,0,1,,,,,,,,67.1,5,,OG DEAD
B2,SA,6006,191,115,AMOCAL,0,1,,,,,,,,65.9,2,,OG DEAD
B2,SA,6007,125,100,AMOCAL,0,1,,,,,0.84,,,94.1,2,,OG DEAD
D1,TR,3195,,,HETARB,0,1,0,0,0,,,,2.34,89.2,26,,
D1,TR,3195.1,,,HETARB,0,0,0,0,0,,,,1.48,,,,
D1,TR,3195.2,,,HETARB,0,0,0,0,0,,,,1.06,,,,
D1,TS,3195.3,,,HETARB,0,1,,,,,1.7,,,82.8,17,YES,"DEAD/GONE WAS TYPO, 3087 IN DB"
D1,SA,3187,,,AMOCAL,0,0,,,,,,,,,,,
D1,SA,3191,,,AMOCAL,0,1,,,,,,,,42.1,0,,
D1,SA,3093,,,AMOCAL,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
C1,TR,3165,,,QUEGAR,1,1,0,1,5,,,,19.6,,,,
C1,TR,3164,,,QUEGAR,1,1,0,1,3,,,,7.7,,,,
C1,TR,3163,,,QUEGAR,1,1,1,1,4,,,,13.8,,,,
C1,TR,3162,,,QUEGAR,1,0,1,1,4,,,,23.6,,,,
C1,TR,3094,,,PSEMEN,0,0,0,0,0,,,,5.02,,,,
C1,TR,3097,,,QUEGAR,1,1,1,1,3,,,,11.8,,,,
C1,TR,3098,,,PSEMEN,0,0,0,0,0,,,,2.6,,,,
C1,SA,3167,,,PSEMEN,0,0,,,,,1.31,,,,,,
C1,SA,3169,,,AMOCAL,0,1,,,,,1.366,0,,127.2,16,,"OG DEAD, BD @ 8"
C1,SA,3168,,,AMOCAL,0,0,,,,,,,,,,YES,GONE
C1,SA,3095,,,AMOCAL,0,1,,,,,,,,111.8,25,,"OG DEAD, NO BD"
C1,SA,3157,,,AMOCAL,0,1,,,,,,,,152.1,6,,"OG DEAD, NO BD"
C1,SA,3096,,,AMOCAL,0,1,,,,,,,,96.1,23,,"OG DEAD, NO BD"
C1,SA,3166,,,UMBCAL,0,1,,,,,1,1,,47.9,0,,OG DEAD
,,,,,,,,,,,,,,,,,,
D1,SA,3262,,,AMOCAL,0,1,,,,,1.2,1,,98.9,12,,OG DEAD
D1,TR,3258,,,AMOCAL,0,0,,,,,,,,,,YES,DEAD/GONE
D1,TR,3263,,,HETARB,0,0,0,0,0,,,,1.89,76.6,1,,
D1,TR,3263.1,,,HETARB,0,0,0,0,0,,,,1.58,,,,
D1,TR,3263.2,,,HETARB,0,1,0,0,0,,,,1.43,89.6,15,,
D1,TS,3263.3,,,HETARB,0,0,,,,,1.15,,,,,,
D1,TR,3263.4,,,HETARB,0,0,0,0,0,,,,1.44,,,,
D1,TR,3263.6,,,HETARB,0,1,0,0,0,,,,1.24,98.8,5,,
D1,SA,6008,153,279,AMOCAL,1,0,,,,56.9,0.3,2,,,,,
D1,SA,6009,155,60,AMOCAL,0,1,,,,,0.52,0,,67.9,3,,BD @ 5
C3,TR,3217,,,PSEMEN,1,0,0,1,3,,,,13.2,,,,
C3,TR,3173,,,QUEGAR,1,0,0,1,3,,,,21.1,,,,
C3,TR,3172,,,QUEGAR,1,1,1,1,4,,,,16.6,,,,
C3,TR,3100,,,QUEGAR,1,0,0,1,4,,,,23.1,,,,
C3,SA,3170,,,UMBCAL,0,0,,,,,0.64,1,,,,YES,DEAD/GONE
C3,SA,6010,55,55,AMOCAL,0,1,,,,,0.63,0,,60.4,1,,OG DEAD
C3,SA,3210,,,AMOCAL,0,1,,,,,1.78,1,,95,11,,OG DEAD
C3,SA,3211,,,AMOCAL,0,1,,,,,1.43,2,,114.8,13,,OG DEAD
C3,SA,3214,,,AMOCAL,0,1,,,,,1.34,1,,80.5,9,,OG DEAD
C3,SA,3216,,,AMOCAL,0,1,,,,,1.28,0,,69.1,3,,OG DEAD
C3,SA,3215,,,AMOCAL,0,1,,,,,1.6,1,,106.4,20,,OG DEAD
C3,SA,3218,,,AMOCAL,0,1,,,,,1.02,1,,84.1,5,,OG DEAD
C3,SA,3213,,,AMOCAL,0,1,,,,,1.04,0,,73.4,10,,OG DEAD
C3,SA,3194,,,QUEKEL,0,0,,,,,,,,,,YES,GONE
C3,SA,3212,,,AMOCAL,0,1,,,,,1.05,1,,97.2,5,,OG DEAD
C3,SA,3171,,,AMOCAL,0,1,,,,,,,,69.4,1,,DEAD/GONE
C3,SA,6011,210,360,AMOCAL,0,1,,,,,,,,72.3,7,,DEAD/GONE
,,,,,,,,,,,,,,,,,,
C3,SA,6012,255,361,AMOCAL,0,1,,,,,0.59,,,59.1,5,,OG DEAD
C3,SA,6013,280,146,AMOCAL,0,1,,,,,0.4,,,59,1,,OG DEAD
C3,SA,6014,215,91,AMOCAL,0,1,,,,,0.63,1,,77.6,6,,OG DEAD
C3,SA,6015,119,139,AMOCAL,0,1,,,,,0.7,1,,67.7,7,,OG DEAD
C3,SA,6016,139,174,AMOCAL,0,1,,,,,5.2,0,,52.4,3,,OG DEAD
C3,SA,6017,104,174,AMOCAL,0,1,,,,,5.5,0,,62.5,3,,OG DEAD
C2,TR,3207,,,QUEGAR,1,1,0,1,3,,,,19.3,,0,,
C2,TR,3204,,,PSEMEN,0,0,0,0,0,,,,2.51,,,,
C2,TR,3203,,,PSEMEN,0,0,0,0,0,,,,1.59,,,,
C2,SA,3043,,,AMOCAL,0,1,,,,,1.71,,,69.9,9,,OG DEAD
C2,TR,3206,,,QUEGAR,1,1,1,1,3,,,,11.3,,0,,
C2,TR,3205,,,QUEGAR,1,1,1,1,3,,,,10.4,,0,,
C2,TR,3099,,,QUEGAR,1,1,1,1,4,,,,14.6,,0,,QUEKEL IN DB
C2,SA,3192,,,QUEGAR,1,1,1,1,3,,,,22.5,,0,,
C2,SA,3201,,,QUEGAR,1,0,1,1,4,,,,14.2,,,,
C2,TR,3202,,,PSEMEN,0,0,0,0,0,,,,4.64,,,,
C2,SA,3209,,,UMBCAL,0,0,,,,,,1,1.03,,,,
C2,SA,3042,,,PSEMEN,0,,,,,,,,,,,NO,DEAD/GONE
C3,SA,6018,220,495,AMOCAL,0,1,,,,,,,,57.6,2,,OG DEAD
C3,SA,6019,130,420,AMOCAL,0,1,,,,,0.43,,,55.4,3,,OG DEAD
C3,SA,6020,85,475,AMOCAL,0,1,,,,,0.65,,,54.1,2,,OG DEAD
C2,SA,6021,81,351,AMOCAL,0,1,,,,,0.58,,,47.5,0,,
C3,SA,6022,361,29,AMOCAL,0,1,,,,,0.93,,,91.5,9,,
C3,SA,6023,441,19,AMOCAL,0,1,,,,,1,,,100.2,7,,BD @ 7
