"Plot Title: PPW1301_9850211"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 9850211, SEN S/N: 9850211)","RH, % (LGR S/N: 9850211, SEN S/N: 9850211)","Coupler Attached (LGR S/N: 9850211)","Coupler Detached (LGR S/N: 9850211)","Stopped (LGR S/N: 9850211)","End Of File (LGR S/N: 9850211)"
55,07/26/14 03:00:00 PM,92.997,30.212,,,,
56,07/26/14 03:30:00 PM,91.589,31.423,,,,
57,07/26/14 04:00:00 PM,90.750,30.730,,,,
58,07/26/14 04:30:00 PM,86.527,34.009,,,,
59,07/26/14 05:00:00 PM,84.362,33.426,,,,
60,07/26/14 05:30:00 PM,82.575,37.097,,,,
61,07/26/14 06:00:00 PM,80.802,37.898,,,,
62,07/26/14 06:30:00 PM,80.139,36.297,,,,
63,07/26/14 07:00:00 PM,78.910,38.950,,,,
64,07/26/14 07:30:00 PM,76.071,42.648,,,,
65,07/26/14 08:00:00 PM,74.727,39.267,,,,
66,07/26/14 08:30:00 PM,74.338,39.473,,,,
67,07/26/14 09:00:00 PM,74.424,39.282,,,,
68,07/26/14 09:30:00 PM,73.515,39.556,,,,
69,07/26/14 10:00:00 PM,71.964,45.801,,,,
70,07/26/14 10:30:00 PM,70.630,48.510,,,,
71,07/26/14 11:00:00 PM,69.170,52.987,,,,
72,07/26/14 11:30:00 PM,67.071,56.955,,,,
73,07/27/14 12:00:00 AM,64.546,59.113,,,,
74,07/27/14 12:30:00 AM,63.732,64.342,,,,
75,07/27/14 01:00:00 AM,63.946,69.477,,,,
76,07/27/14 01:30:00 AM,64.117,71.583,,,,
77,07/27/14 02:00:00 AM,63.048,73.681,,,,
78,07/27/14 02:30:00 AM,61.804,70.443,,,,
79,07/27/14 03:00:00 AM,61.205,71.532,,,,
80,07/27/14 03:30:00 AM,60.861,74.152,,,,
81,07/27/14 04:00:00 AM,61.248,74.650,,,,
82,07/27/14 04:30:00 AM,60.346,76.976,,,,
83,07/27/14 05:00:00 AM,60.948,73.479,,,,
84,07/27/14 05:30:00 AM,62.319,69.396,,,,
85,07/27/14 06:00:00 AM,63.005,64.598,,,,
86,07/27/14 06:30:00 AM,63.648,66.225,,,,
87,07/27/14 07:00:00 AM,65.017,63.482,,,,
88,07/27/14 07:30:00 AM,67.842,57.632,,,,
89,07/27/14 08:00:00 AM,72.955,48.581,,,,
90,07/27/14 08:30:00 AM,75.117,44.241,,,,
91,07/27/14 09:00:00 AM,74.986,46.455,,,,
92,07/27/14 09:30:00 AM,78.208,43.369,,,,
93,07/27/14 10:00:00 AM,82.308,39.544,,,,
94,07/27/14 10:30:00 AM,84.452,37.602,,,,
95,07/27/14 11:00:00 AM,89.085,26.095,,,,
96,07/27/14 11:30:00 AM,91.589,27.726,,,,
97,07/27/14 12:00:00 PM,92.057,26.284,,,,
98,07/27/14 12:30:00 PM,93.281,23.388,,,,
99,07/27/14 01:00:00 PM,94.419,22.265,,,,
100,07/27/14 01:30:00 PM,96.096,18.765,,,,
101,07/27/14 02:00:00 PM,97.696,22.841,,,,
102,07/27/14 02:30:00 PM,96.676,21.314,,,,
103,07/27/14 03:00:00 PM,93.139,26.537,,,,
104,07/27/14 03:30:00 PM,93.139,23.735,,,,
105,07/27/14 04:00:00 PM,92.667,28.050,,,,
106,07/27/14 04:30:00 PM,89.224,32.236,,,,
107,07/27/14 05:00:00 PM,86.164,34.600,,,,
108,07/27/14 05:30:00 PM,83.332,36.134,,,,
109,07/27/14 06:00:00 PM,80.625,33.777,,,,
110,07/27/14 06:30:00 PM,77.945,36.677,,,,
111,07/27/14 07:00:00 PM,74.856,43.447,,,,
112,07/27/14 07:30:00 PM,71.920,42.580,,,,
113,07/27/14 08:00:00 PM,69.427,40.678,,,,
114,07/27/14 08:30:00 PM,68.099,39.626,,,,
115,07/27/14 09:00:00 PM,68.056,37.509,,,,
116,07/27/14 09:30:00 PM,67.413,37.766,,,,
117,07/27/14 10:00:00 PM,66.643,39.733,,,,
118,07/27/14 10:30:00 PM,66.344,42.099,,,,
119,07/27/14 11:00:00 PM,64.589,44.889,,,,
120,07/27/14 11:30:00 PM,63.133,47.973,,,,
121,07/28/14 12:00:00 AM,62.490,48.834,,,,
122,07/28/14 12:30:00 AM,60.861,56.767,,,,
123,07/28/14 01:00:00 AM,60.132,59.477,,,,
124,07/28/14 01:30:00 AM,58.368,65.180,,,,
125,07/28/14 02:00:00 AM,56.728,67.896,,,,
126,07/28/14 02:30:00 AM,56.469,74.426,,,,
127,07/28/14 03:00:00 AM,56.340,77.488,,,,
128,07/28/14 03:30:00 AM,55.863,77.571,,,,
129,07/28/14 04:00:00 AM,54.300,81.775,,,,
130,07/28/14 04:30:00 AM,53.166,83.471,,,,
131,07/28/14 05:00:00 AM,53.515,85.205,,,,
132,07/28/14 05:30:00 AM,54.430,86.791,,,,
133,07/28/14 06:00:00 AM,55.906,81.621,,,,
134,07/28/14 06:30:00 AM,55.992,81.194,,,,
135,07/28/14 07:00:00 AM,58.971,78.046,,,,
136,07/28/14 07:30:00 AM,62.490,72.187,,,,
137,07/28/14 08:00:00 AM,65.658,67.514,,,,
138,07/28/14 08:30:00 AM,68.400,63.019,,,,
139,07/28/14 09:00:00 AM,70.286,59.340,,,,
140,07/28/14 09:30:00 AM,74.077,52.805,,,,
141,07/28/14 10:00:00 AM,78.033,47.565,,,,
142,07/28/14 10:30:00 AM,79.084,45.765,,,,
143,07/28/14 11:00:00 AM,81.154,42.804,,,,
144,07/28/14 11:30:00 AM,82.042,41.281,,,,
145,07/28/14 12:00:00 PM,83.914,38.640,,,,
146,07/28/14 12:30:00 PM,83.021,40.183,,,,
147,07/28/14 01:00:00 PM,83.021,38.223,,,,
148,07/28/14 01:30:00 PM,85.397,34.087,,,,
149,07/28/14 02:00:00 PM,85.757,33.462,,,,
150,07/28/14 02:30:00 PM,85.262,34.688,,,,
151,07/28/14 03:00:00 PM,83.332,36.000,,,,
152,07/28/14 03:30:00 PM,82.530,37.995,,,,
153,07/28/14 04:00:00 PM,80.802,39.324,,,,
154,07/28/14 04:30:00 PM,78.121,39.169,,,,
155,07/28/14 05:00:00 PM,75.942,43.290,,,,
156,07/28/14 05:30:00 PM,73.558,41.223,,,,
157,07/28/14 06:00:00 PM,71.834,41.182,,,,
158,07/28/14 06:30:00 PM,70.974,41.745,,,,
159,07/28/14 07:00:00 PM,69.386,44.348,,,,
160,07/28/14 07:30:00 PM,67.028,49.008,,,,
161,07/28/14 08:00:00 PM,65.615,49.907,,,,
162,07/28/14 08:30:00 PM,65.487,49.053,,,,
163,07/28/14 09:00:00 PM,65.188,51.869,,,,
164,07/28/14 09:30:00 PM,64.459,54.254,,,,
165,07/28/14 10:00:00 PM,63.903,56.597,,,,
166,07/28/14 10:30:00 PM,62.319,58.556,,,,
167,07/28/14 11:00:00 PM,61.720,58.292,,,,
168,07/28/14 11:30:00 PM,59.529,63.173,,,,
169,07/29/14 12:00:00 AM,58.455,65.218,,,,
170,07/29/14 12:30:00 AM,58.626,67.190,,,,
171,07/29/14 01:00:00 AM,57.247,69.850,,,,
172,07/29/14 01:30:00 AM,56.426,73.180,,,,
173,07/29/14 02:00:00 AM,55.863,75.004,,,,
174,07/29/14 02:30:00 AM,56.165,77.189,,,,
175,07/29/14 03:00:00 AM,57.074,75.478,,,,
176,07/29/14 03:30:00 AM,57.247,75.245,,,,
177,07/29/14 04:00:00 AM,55.429,79.260,,,,
178,07/29/14 04:30:00 AM,54.082,82.237,,,,
179,07/29/14 05:00:00 AM,53.865,81.640,,,,
180,07/29/14 05:30:00 AM,53.690,84.880,,,,
181,07/29/14 06:00:00 AM,53.645,85.382,,,,
182,07/29/14 06:30:00 AM,58.626,78.062,,,,
183,07/29/14 07:00:00 AM,62.062,70.383,,,,
184,07/29/14 07:30:00 AM,67.671,59.842,,,,
185,07/29/14 08:00:00 AM,74.424,51.445,,,,
186,07/29/14 08:30:00 AM,75.029,52.122,,,,
187,07/29/14 09:00:00 AM,77.859,48.066,,,,
188,07/29/14 09:30:00 AM,79.743,46.618,,,,
189,07/29/14 10:00:00 AM,83.377,41.989,,,,
190,07/29/14 10:30:00 AM,85.984,36.747,,,,
191,07/29/14 11:00:00 AM,86.256,36.190,,,,
192,07/29/14 11:30:00 AM,85.984,36.209,,,,
193,07/29/14 12:00:00 PM,87.028,31.994,,,,
194,07/29/14 12:30:00 PM,88.259,28.828,,,,
195,07/29/14 01:00:00 PM,89.177,29.351,,,,
196,07/29/14 01:30:00 PM,88.947,28.064,,,,
197,07/29/14 02:00:00 PM,90.100,28.217,,,,
198,07/29/14 02:30:00 PM,90.009,27.105,,,,
199,07/29/14 03:00:00 PM,88.855,28.164,,,,
200,07/29/14 03:30:00 PM,88.030,29.850,,,,
201,07/29/14 04:00:00 PM,89.177,26.931,,,,
202,07/29/14 04:30:00 PM,87.436,26.790,,,,
203,07/29/14 05:00:00 PM,86.799,27.869,,,,
204,07/29/14 05:30:00 PM,84.767,31.613,,,,
205,07/29/14 06:00:00 PM,82.042,36.166,,,,
206,07/29/14 06:30:00 PM,79.128,41.793,,,,
207,07/29/14 07:00:00 PM,76.419,46.038,,,,
208,07/29/14 07:30:00 PM,73.818,49.628,,,,
209,07/29/14 08:00:00 PM,71.661,52.931,,,,
210,07/29/14 08:30:00 PM,70.372,54.947,,,,
211,07/29/14 09:00:00 PM,70.803,53.925,,,,
212,07/29/14 09:30:00 PM,68.956,56.929,,,,
213,07/29/14 10:00:00 PM,67.586,59.500,,,,
214,07/29/14 10:30:00 PM,66.385,63.670,,,,
215,07/29/14 11:00:00 PM,65.188,65.312,,,,
216,07/29/14 11:30:00 PM,64.375,67.855,,,,
217,07/30/14 12:00:00 AM,63.819,69.347,,,,
218,07/30/14 12:30:00 AM,62.962,70.275,,,,
219,07/30/14 01:00:00 AM,61.633,73.154,,,,
220,07/30/14 01:30:00 AM,60.690,75.550,,,,
221,07/30/14 02:00:00 AM,60.517,79.621,,,,
222,07/30/14 02:30:00 AM,61.804,77.762,,,,
223,07/30/14 03:00:00 AM,60.733,79.897,,,,
224,07/30/14 03:30:00 AM,60.604,82.504,,,,
225,07/30/14 04:00:00 AM,59.916,81.924,,,,
226,07/30/14 04:30:00 AM,58.712,85.611,,,,
227,07/30/14 05:00:00 AM,59.572,87.472,,,,
228,07/30/14 05:30:00 AM,59.056,85.629,,,,
229,07/30/14 06:00:00 AM,59.142,86.610,,,,
230,07/30/14 06:30:00 AM,59.315,84.634,,,,
231,07/30/14 07:00:00 AM,60.948,81.611,,,,
232,07/30/14 07:30:00 AM,64.632,72.331,,,,
233,07/30/14 08:00:00 AM,63.819,73.966,,,,
234,07/30/14 08:30:00 AM,70.974,60.773,,,,
235,07/30/14 09:00:00 AM,74.206,55.786,,,,
236,07/30/14 09:30:00 AM,77.247,51.023,,,,
237,07/30/14 10:00:00 AM,81.997,44.232,,,,
238,07/30/14 10:30:00 AM,84.004,43.739,,,,
239,07/30/14 11:00:00 AM,86.617,40.462,,,,
240,07/30/14 11:30:00 AM,87.620,39.085,,,,
241,07/30/14 12:00:00 PM,87.802,38.761,,,,
242,07/30/14 12:30:00 PM,88.579,36.753,,,,
243,07/30/14 01:00:00 PM,89.731,35.089,,,,
244,07/30/14 01:30:00 PM,90.657,33.468,,,,
245,07/30/14 02:00:00 PM,92.856,28.752,,,,
246,07/30/14 02:30:00 PM,93.612,29.686,,,,
247,07/30/14 03:00:00 PM,92.244,27.962,,,,
248,07/30/14 03:30:00 PM,92.574,26.967,,,,
249,07/30/14 04:00:00 PM,91.963,28.713,,,,
250,07/30/14 04:30:00 PM,89.132,30.484,,,,
251,07/30/14 05:00:00 PM,85.939,34.723,,,,
252,07/30/14 05:30:00 PM,84.722,35.940,,,,
253,07/30/14 06:00:00 PM,81.775,39.679,,,,
254,07/30/14 06:30:00 PM,79.128,43.949,,,,
255,07/30/14 07:00:00 PM,76.768,45.319,,,,
256,07/30/14 07:30:00 PM,75.508,44.460,,,,
257,07/30/14 08:00:00 PM,74.511,43.263,,,,
258,07/30/14 08:30:00 PM,72.653,50.239,,,,
259,07/30/14 09:00:00 PM,70.072,54.084,,,,
260,07/30/14 09:30:00 PM,68.056,58.994,,,,
261,07/30/14 10:00:00 PM,66.643,61.895,,,,
262,07/30/14 10:30:00 PM,66.429,64.241,,,,
263,07/30/14 11:00:00 PM,65.788,64.627,,,,
264,07/30/14 11:30:00 PM,63.819,69.754,,,,
265,07/31/14 12:00:00 AM,63.604,73.369,,,,
266,07/31/14 12:30:00 AM,62.919,75.717,,,,
267,07/31/14 01:00:00 AM,62.875,78.084,,,,
268,07/31/14 01:30:00 AM,61.119,78.270,,,,
269,07/31/14 02:00:00 AM,62.105,76.304,,,,
270,07/31/14 02:30:00 AM,60.948,78.334,,,,
271,07/31/14 03:00:00 AM,59.486,82.694,,,,
272,07/31/14 03:30:00 AM,58.455,86.520,,,,
273,07/31/14 04:00:00 AM,57.204,86.409,,,,
274,07/31/14 04:30:00 AM,55.429,87.853,,,,
275,07/31/14 05:00:00 AM,54.952,89.215,,,,
276,07/31/14 05:30:00 AM,54.300,92.024,,,,
277,07/31/14 06:00:00 AM,57.247,92.962,,,,
278,07/31/14 06:30:00 AM,60.260,85.162,,,,
279,07/31/14 07:00:00 AM,61.462,78.674,,,,
280,07/31/14 07:30:00 AM,62.748,73.390,,,,
281,07/31/14 08:00:00 AM,67.114,67.187,,,,
282,07/31/14 08:30:00 AM,70.029,61.962,,,,
283,07/31/14 09:00:00 AM,72.783,57.836,,,,
284,07/31/14 09:30:00 AM,75.463,54.169,,,,
285,07/31/14 10:00:00 AM,79.876,48.787,,,,
286,07/31/14 10:30:00 AM,82.353,45.170,,,,
287,07/31/14 11:00:00 AM,84.542,42.456,,,,
288,07/31/14 11:30:00 AM,86.211,38.035,,,,
289,07/31/14 12:00:00 PM,89.362,35.002,,,,
290,07/31/14 12:30:00 PM,89.915,34.044,,,,
291,07/31/14 01:00:00 PM,90.100,31.936,,,,
292,07/31/14 01:30:00 PM,91.823,30.297,,,,
293,07/31/14 02:00:00 PM,93.801,28.167,,,,
294,07/31/14 02:30:00 PM,94.323,29.128,,,,
295,07/31/14 03:00:00 PM,93.517,28.711,,,,
296,07/31/14 03:30:00 PM,94.039,29.081,,,,
297,07/31/14 04:00:00 PM,93.992,29.218,,,,
298,07/31/14 04:30:00 PM,90.379,31.675,,,,
299,07/31/14 05:00:00 PM,88.993,32.396,,,,
300,07/31/14 05:30:00 PM,88.259,33.689,,,,
301,07/31/14 06:00:00 PM,84.407,36.997,,,,
302,07/31/14 06:30:00 PM,81.066,41.353,,,,
303,07/31/14 07:00:00 PM,78.427,45.786,,,,
304,07/31/14 07:30:00 PM,76.593,49.480,,,,
305,07/31/14 08:00:00 PM,75.029,51.143,,,,
306,07/31/14 08:30:00 PM,74.250,50.199,,,,
307,07/31/14 09:00:00 PM,73.515,50.303,,,,
308,07/31/14 09:30:00 PM,70.673,57.996,,,,
309,07/31/14 10:00:00 PM,69.386,58.009,,,,
310,07/31/14 10:30:00 PM,69.728,54.895,,,,
311,07/31/14 11:00:00 PM,71.404,52.410,,,,
312,07/31/14 11:30:00 PM,71.834,50.620,,,,
313,08/01/14 12:00:00 AM,71.317,50.393,,,,
314,08/01/14 12:30:00 AM,71.274,49.664,,,,
315,08/01/14 01:00:00 AM,71.274,46.457,,,,
316,08/01/14 01:30:00 AM,70.974,46.085,,,,
317,08/01/14 02:00:00 AM,70.372,46.012,,,,
318,08/01/14 02:30:00 AM,70.930,42.001,,,,
319,08/01/14 03:00:00 AM,69.386,44.059,,,,
320,08/01/14 03:30:00 AM,68.871,45.942,,,,
321,08/01/14 04:00:00 AM,67.028,46.926,,,,
322,08/01/14 04:30:00 AM,70.158,41.694,,,,
323,08/01/14 05:00:00 AM,65.273,56.284,,,,
324,08/01/14 05:30:00 AM,65.145,52.641,,,,
325,08/01/14 06:00:00 AM,66.173,55.531,,,,
326,08/01/14 06:30:00 AM,66.301,59.115,,,,
327,08/01/14 07:00:00 AM,69.685,55.510,,,,
328,08/01/14 07:30:00 AM,75.420,36.439,,,,
329,08/01/14 08:00:00 AM,76.464,47.584,,,,
330,08/01/14 08:30:00 AM,80.227,30.042,,,,
331,08/01/14 09:00:00 AM,80.537,29.682,,,,
332,08/01/14 09:30:00 AM,83.377,27.448,,,,
333,08/01/14 10:00:00 AM,87.073,24.903,,,,
334,08/01/14 10:30:00 AM,88.534,30.010,,,,
335,08/01/14 11:00:00 AM,89.593,29.507,,,,
336,08/01/14 11:30:00 AM,91.076,28.605,,,,
337,08/01/14 12:00:00 PM,91.495,26.366,,,,
338,08/01/14 12:30:00 PM,92.667,24.139,,,,
339,08/01/14 01:00:00 PM,95.472,22.408,,,,
340,08/01/14 01:30:00 PM,96.724,22.381,,,,
341,08/01/14 02:00:00 PM,98.823,19.386,,,,
342,08/01/14 02:30:00 PM,97.891,18.497,,,,
343,08/01/14 03:00:00 PM,95.279,22.967,,,,
344,08/01/14 03:30:00 PM,95.088,23.031,,,,
345,08/01/14 04:00:00 PM,93.659,24.070,,,,
346,08/01/14 04:30:00 PM,90.286,25.655,,,,
347,08/01/14 05:00:00 PM,88.993,25.709,,,,
348,08/01/14 05:30:00 PM,87.436,27.965,,,,
349,08/01/14 06:00:00 PM,84.497,30.306,,,,
350,08/01/14 06:30:00 PM,81.509,33.822,,,,
351,08/01/14 07:00:00 PM,79.304,36.252,,,,
352,08/01/14 07:30:00 PM,76.464,39.598,,,,
353,08/01/14 08:00:00 PM,73.602,45.333,,,,
354,08/01/14 08:30:00 PM,72.783,47.008,,,,
355,08/01/14 09:00:00 PM,71.190,49.531,,,,
356,08/01/14 09:30:00 PM,68.871,53.026,,,,
357,08/01/14 10:00:00 PM,66.857,61.161,,,,
358,08/01/14 10:30:00 PM,66.214,63.385,,,,
359,08/01/14 11:00:00 PM,65.059,68.012,,,,
360,08/01/14 11:30:00 PM,64.161,70.632,,,,
361,08/02/14 12:00:00 AM,61.506,74.167,,,,
362,08/02/14 12:30:00 AM,60.174,81.157,,,,
363,08/02/14 01:00:00 AM,60.474,80.005,,,,
364,08/02/14 01:30:00 AM,57.160,82.185,,,,
365,08/02/14 02:00:00 AM,55.602,84.321,,,,
366,08/02/14 02:30:00 AM,54.604,86.494,,,,
367,08/02/14 03:00:00 AM,52.554,88.888,,,,
368,08/02/14 03:30:00 AM,52.597,90.773,,,,
369,08/02/14 04:00:00 AM,53.515,92.276,,,,
370,08/02/14 04:30:00 AM,53.209,91.456,,,,
371,08/02/14 05:00:00 AM,50.709,91.362,,,,
372,08/02/14 05:30:00 AM,49.692,91.990,,,,
373,08/02/14 06:00:00 AM,49.338,92.809,,,,
374,08/02/14 06:30:00 AM,52.246,94.124,,,,
375,08/02/14 07:00:00 AM,55.602,88.723,,,,
376,08/02/14 07:30:00 AM,58.455,82.920,,,,
377,08/02/14 08:00:00 AM,61.804,76.580,,,,
378,08/02/14 08:30:00 AM,65.059,68.510,,,,
379,08/02/14 09:00:00 AM,67.028,66.528,,,,
380,08/02/14 09:30:00 AM,71.060,60.293,,,,
381,08/02/14 10:00:00 AM,74.250,54.573,,,,
382,08/02/14 10:30:00 AM,75.594,51.723,,,,
383,08/02/14 11:00:00 AM,76.550,50.590,,,,
384,08/02/14 11:30:00 AM,77.464,48.872,,,,
385,08/02/14 12:00:00 PM,79.392,44.357,,,,
386,08/02/14 12:30:00 PM,80.096,44.012,,,,
387,08/02/14 01:00:00 PM,81.597,42.897,,,,
388,08/02/14 01:30:00 PM,82.353,42.189,,,,
389,08/02/14 02:00:00 PM,83.242,41.255,,,,
390,08/02/14 02:30:00 PM,84.632,40.079,,,,
391,08/02/14 03:00:00 PM,82.353,41.827,,,,
392,08/02/14 03:30:00 PM,80.713,43.235,,,,
393,08/02/14 04:00:00 PM,82.042,42.170,,,,
394,08/02/14 04:30:00 PM,78.076,46.602,,,,
395,08/02/14 05:00:00 PM,76.375,49.432,,,,
396,08/02/14 05:30:00 PM,74.856,51.257,,,,
397,08/02/14 06:00:00 PM,71.877,55.751,,,,
398,08/02/14 06:30:00 PM,68.871,61.071,,,,
399,08/02/14 07:00:00 PM,65.959,66.393,,,,
400,08/02/14 07:30:00 PM,63.862,69.846,,,,
401,08/02/14 08:00:00 PM,62.062,72.227,,,,
402,08/02/14 08:30:00 PM,60.517,74.597,,,,
403,08/02/14 09:00:00 PM,59.315,77.277,,,,
404,08/02/14 09:30:00 PM,58.498,79.379,,,,
405,08/02/14 10:00:00 PM,57.506,81.982,,,,
406,08/02/14 10:30:00 PM,55.863,83.111,,,,
407,08/02/14 11:00:00 PM,53.865,87.987,,,,
408,08/02/14 11:30:00 PM,52.686,91.045,,,,
409,08/03/14 12:00:00 AM,52.378,93.811,,,,
410,08/03/14 12:30:00 AM,52.203,94.500,,,,
411,08/03/14 01:00:00 AM,52.641,95.988,,,,
412,08/03/14 01:30:00 AM,52.992,95.837,,,,
413,08/03/14 02:00:00 AM,52.903,96.331,,,,
414,08/03/14 02:30:00 AM,52.772,96.918,,,,
415,08/03/14 03:00:00 AM,52.729,97.491,,,,
416,08/03/14 03:30:00 AM,52.335,97.909,,,,
417,08/03/14 04:00:00 AM,52.246,98.421,,,,
418,08/03/14 04:30:00 AM,52.291,98.528,,,,
419,08/03/14 05:00:00 AM,52.115,98.975,,,,
420,08/03/14 05:30:00 AM,52.203,99.188,,,,
421,08/03/14 06:00:00 AM,52.466,99.278,,,,
422,08/03/14 06:30:00 AM,52.597,99.523,,,,
423,08/03/14 07:00:00 AM,52.903,99.545,,,,
424,08/03/14 07:30:00 AM,53.341,99.014,,,,
425,08/03/14 08:00:00 AM,53.994,99.365,,,,
426,08/03/14 08:30:00 AM,54.820,97.732,,,,
427,08/03/14 09:00:00 AM,56.035,97.460,,,,
428,08/03/14 09:30:00 AM,58.152,90.813,,,,
429,08/03/14 10:00:00 AM,62.834,81.621,,,,
430,08/03/14 10:30:00 AM,67.372,69.244,,,,
431,08/03/14 11:00:00 AM,67.456,68.047,,,,
432,08/03/14 11:30:00 AM,70.115,63.299,,,,
433,08/03/14 12:00:00 PM,72.523,57.228,,,,
434,08/03/14 12:30:00 PM,74.683,55.232,,,,
435,08/03/14 01:00:00 PM,76.942,51.381,,,,
436,08/03/14 01:30:00 PM,78.165,50.551,,,,
437,08/03/14 02:00:00 PM,79.831,48.012,,,,
438,08/03/14 02:30:00 PM,79.392,49.137,,,,
439,08/03/14 03:00:00 PM,76.725,51.967,,,,
440,08/03/14 03:30:00 PM,76.158,52.619,,,,
441,08/03/14 04:00:00 PM,76.419,52.386,,,,
442,08/03/14 04:30:00 PM,72.523,57.259,,,,
443,08/03/14 05:00:00 PM,71.017,59.649,,,,
444,08/03/14 05:30:00 PM,69.343,62.172,,,,
445,08/03/14 06:00:00 PM,67.456,65.144,,,,
446,08/03/14 06:30:00 PM,64.632,69.751,,,,
447,08/03/14 07:00:00 PM,62.019,74.309,,,,
448,08/03/14 07:30:00 PM,59.445,79.382,,,,
449,08/03/14 08:00:00 PM,57.679,83.285,,,,
450,08/03/14 08:30:00 PM,55.776,87.661,,,,
451,08/03/14 09:00:00 PM,54.516,91.171,,,,
452,08/03/14 09:30:00 PM,53.994,93.170,,,,
453,08/03/14 10:00:00 PM,53.776,94.372,,,,
454,08/03/14 10:30:00 PM,53.820,94.737,,,,
455,08/03/14 11:00:00 PM,53.384,95.540,,,,
456,08/03/14 11:30:00 PM,53.298,96.441,,,,
457,08/04/14 12:00:00 AM,53.341,96.700,,,,
458,08/04/14 12:30:00 AM,53.298,96.947,,,,
459,08/04/14 01:00:00 AM,53.078,97.469,,,,
460,08/04/14 01:30:00 AM,53.078,97.670,,,,
461,08/04/14 02:00:00 AM,52.817,98.157,,,,
462,08/04/14 02:30:00 AM,52.817,98.683,,,,
463,08/04/14 03:00:00 AM,52.554,98.643,,,,
464,08/04/14 03:30:00 AM,52.466,98.929,,,,
465,08/04/14 04:00:00 AM,52.554,99.292,,,,
466,08/04/14 04:30:00 AM,52.291,99.401,,,,
467,08/04/14 05:00:00 AM,52.554,99.516,,,,
468,08/04/14 05:30:00 AM,52.335,99.557,,,,
469,08/04/14 06:00:00 AM,52.554,99.640,,,,
470,08/04/14 06:30:00 AM,52.992,99.708,,,,
